Genart-Nr	Genart-Desc-DE	Genart-Desc-EN	BauGruppe-DE	BauGruppe-EN	ART-Bezeichng-DE	ART-Bezeichng-EN	Verwendungszweck-DE	Verwendungszweck-EN	K24-Bezeichng	IsUniversalGenericArticle	IsDangerousGoods	IsHazardousSubstance	DataSupplier:Link
4422	Interface, Geschwindigkeitsregelanlage	Interface, cruise control system	Geschwindigkeitsregelanlage, Universal	Cruise Control, universal	Schnittstelle	Interface	Geschwindigkeitsregelanlage	Cruise Control System	Komfortzubehör	1	0	0	Tec Doc
2223	Isolator, Glühkerze	Insulator, glow plug	Glühanlage	Glow Ignition System	Isolator	Insulator	Glühkerze	Glow Plug	Glühkerzen	0	0	0	Tec Doc
1461	Isolierband	Insulating Tape	Elektrische Universalteile	Electric Universal Parts	Isolierband	Insulation Tape	NULL	NULL	Installationsmaterial	1	0	0	Tec Doc
5981	Isolierbuchse, Lenkrad	Insulating Bush, steering wheel	Lenkung	Steering	Isolierbuchse	Isolation Bush	Lenkrad	Steering Wheel	Lenkungsteile sonstiges	0	0	0	Tec Doc
2794	Isolierschlauch	Isolation Hose	Normteile	Standard Parts	Schlauchleitung	Hose Line	Isolierung	Isolation	DIN / Normteile sonstiges	1	0	0	Tec Doc
300077	Jacken	Jackets	NULL	NULL	Jacken	NULL	NULL	NULL	Merchandising (kfzteile24)	1	0	0	K24
7015	Jalousie, Werkzeugwagen	Tool Trolley Blinds	Werkstattausrüstung	Workshop Equipment	Jalousie	Blinds	Werkzeugwagen	Tool Trolley	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
6866	Justierdorn, Einspritzpumpe	Adjustment Mandrel, injection pump	Spezialwerkzeug, Universal	Special Tools, universal	Justierdorn	Adjustment Mandrel	Einspritzpumpe	Injection Pump	Werkzeuge sonstiges	1	0	0	Tec Doc
4475	Justierdorn, Einspritzpumpe	Adjustment Mandrel, injection pump	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Justierdorn	Adjustment Mandrel	Einspritzpumpe	Injection Pump	Werkzeuge sonstiges	0	0	0	Tec Doc
4476	Justierdorn, Kurbelwelle	Adjustment Mandrel, crankshaft	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Justierdorn	Adjustment Mandrel	Kurbelwelle	Crankshaft	Werkzeuge sonstiges	0	0	0	Tec Doc
3840	Justiergerät, Prüfgerät-Scheinwerfereinstellung	Adjuster, headlight settings testing unit	Werkstattgeräte	Workshop Devices	Prüfgerät	Tester	Prüfgerät-Scheinwerfereinstellung	Control Unit Headlight Settings	Prüf- und Testgeräte	1	0	0	Tec Doc
4868	Justierlehre, Nockenwelle	Adjustment Gauge , camshaft	Werkzeug, Universal	Tool, universal	Lehre	Feeler Gauge	Nockenwelle-Justierung	Camshaft Alignment	Handwerkzeuge	1	0	0	Tec Doc
4474	Justierlehre, Nockenwelle	Adjustment Gauge , camshaft	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Lehre	Feeler Gauge	Nockenwelle-Justierung	Camshaft Alignment	Werkzeuge sonstiges	0	0	0	Tec Doc
4464	Justierlineal, Nockenwelle	Adjustment Ruler , camshaft	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Lineal	Ruler	Nockenwelle-Justierung	Camshaft Alignment	Werkzeuge sonstiges	0	0	0	Tec Doc
4513	Justierschraube, Einspritzpumpe	Adjustment Screw, injector pump	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Justierschraube	Adjustment Screw	Einspritzpumpe	Injection Pump	Werkzeuge sonstiges	0	0	0	Tec Doc
6195	Justierzange	Adjusting Pliers	Werkzeug, Universal	Tool, universal	Zange	Pliers	Justierzange	Adjusting Pliers	Handwerkzeuge	1	0	0	Tec Doc
17837	Kabel, Cinch	Cable, RCA	NULL	NULL	Cinch-Kabel	NULL	NULL	NULL	Car Hifi & Multimedia	1	0	0	DVSE
17857	Kabel, Lautsprecher	Speaker wire	Kommunikations-/Informationssysteme, Universal	Communication/ Information Systems, universal	Kabel, Lautsprecher	NULL	NULL	NULL	Car Hifi & Multimedia	1	0	0	DVSE
18917	Kabel, USB	Cable, USB	NULL	NULL	Kabel, USB	NULL	NULL	NULL	Zubehör sonstiges	1	0	0	DVSE
7367	Kabelaufroller	Cable Roller	Werkstattausrüstung	Workshop Equipment	Aufroller	Reel	Elektroleitung	Electric Cable	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
1720	Kabelbinder	Cable Tie	Normteile	Standard Parts	Verbindungselement	Connector	Kabelbinder	Cable Tie	DIN / Normteile sonstiges	1	0	0	Tec Doc
4190	Kabelbinderzange	Cable Tie Pliers	Werkzeug, Universal	Tool, universal	Zange	Pliers	Kabelbinder	Cable Tie	Handwerkzeuge	1	0	0	Tec Doc
5059	Kabeldurchführungstülle	Cable Entry Grommet	Normteile	Standard Parts	Tülle	Grommet	Kabelschutz	Cable Protecting Sleeve	DIN / Normteile sonstiges	1	0	0	Tec Doc
4191	Kabeleinziehhilfe	Cable Puller	Werkzeug, Universal	Tool, universal	Kabeleinziehhilfe	Cable Puller	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
6124	Kabelendtülle	Cable End Bush	Elektrische Universalteile	Electric Universal Parts	Kabelendtülle	Cable End Bush	NULL	NULL	Installationsmaterial	1	0	0	Tec Doc
9650	Kabelmantelsäge	Cable Sheath Saw	Werkzeug, Universal	Tool, universal	Säge	Saw	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
5559	Kabelmesser	Cable Knife	Werkzeug, Universal	Tool, universal	Messer	Knife	Kabelmesser	Cable Knife	Handwerkzeuge	1	0	0	Tec Doc
8029	Kabelreparatursatz, Abgasdrucksensor	Cable Repair Set, exhaust gas pressure sensor	Gemischaufbereitung	Mixture Formation	Kabelreparatursatz	Cable Repair Set	Abgasdrucksensor	Exhaust Pressure Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
8030	Kabelreparatursatz, Abgasdrucksensor	Cable Repair Set, exhaust gas pressure sensor	Gemischaufbereitung, Universal	Mixture Formation, universal	Kabelreparatursatz	Cable Repair Set	Abgasdrucksensor	Exhaust Pressure Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
9390	Kabelreparatursatz, Abgastemperatursensor	Cable Repair Set, exhaust gas temperature sensor	Abgasanlage, Universal	Exhaust System, universal	Kabelreparatursatz	Cable Repair Set	Abgastemperatursensor	Emission Temperature Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
9389	Kabelreparatursatz, Abgastemperatursensor	Cable Repair Set, exhaust gas temperature sensor	Abgasanlage	Exhaust System	Kabelreparatursatz	Cable Repair Set	Abgastemperatursensor	Emission Temperature Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
9391	Kabelreparatursatz, Absperrventil-Kältemittel (Wärmepumpe)	Cable Repair Set, refrigerant shut-off valve (heat pump)	Klimaanlage	Air Conditioning	Kabelreparatursatz	Cable Repair Set	Absperrventil-Kältemittel (Wärmepumpe)	Refrigerant Shut-Off Valve (heat pump)	Kabel/Kabelsätze	0	0	0	Tec Doc
9392	Kabelreparatursatz, Absperrventil-Kältemittel (Wärmepumpe)	Cable Repair Set, refrigerant shut-off valve (heat pump)	Klimaanlage, Universal	Air Conditioning, universal	Kabelreparatursatz	Cable Repair Set	Absperrventil-Kältemittel (Wärmepumpe)	Refrigerant Shut-Off Valve (heat pump)	Kabel/Kabelsätze	1	0	0	Tec Doc
6349	Kabelreparatursatz, AGR-Ventil	Cable Repair Set, EGR valve	Abgasrückführung	Exhaust Gas Recirculation (EGR)	Kabelreparatursatz	Cable Repair Set	AGR-Ventil	EGR Valve	Kabel/Kabelsätze	0	0	0	Tec Doc
6363	Kabelreparatursatz, AGR-Ventil	Cable Repair Set, EGR valve	Abgasrückführung, Universal	Exhaust Gas Recirculation, Universal	Kabelreparatursatz	Cable Repair Set	AGR-Ventil	EGR Valve	Kabel/Kabelsätze	1	0	0	Tec Doc
9844	Kabelreparatursatz, Analoguhr	Cable Repair Set, analogue clock	Instrumente	Instruments	Kabelreparatursatz	Cable Repair Set	Analoguhr	Analogue Clock	Kabel/Kabelsätze	0	0	0	Tec Doc
9845	Kabelreparatursatz, Analoguhr	Cable Repair Set, analogue clock	Instrumente, Universal	Instruments, universal	Kabelreparatursatz	Cable Repair Set	Analoguhr	Analogue Clock	Kabel/Kabelsätze	1	0	0	Tec Doc
7319	Kabelreparatursatz, Anhängerstecker	Cable Repair Set, trailer plug	Anhängevorrichtung, Universal	Towbar, universal	Kabelreparatursatz	Cable Repair Set	Anhängerstecker	Trailer Plug	Kabel/Kabelsätze	1	0	0	Tec Doc
7702	Kabelreparatursatz, Ansauglufttemperatursensor	Cable Repair Set, intake air temperature sensor	Gemischaufbereitung	Mixture Formation	Kabelreparatursatz	Cable Repair Set	Ansauglufttemperatursensor	Intake Air Temperature Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
9873	Kabelreparatursatz, Antenne	Cable Repair Set, antenna	Kommunikations-/Informationssysteme, Universal	Communication/ Information Systems, universal	Kabelreparatursatz	Cable Repair Set	Antenne	Aerial	Kabel/Kabelsätze	1	0	0	Tec Doc
9872	Kabelreparatursatz, Antenne	Cable Repair Set, antenna	Kommunikations-/Informationssysteme	Communication / Information Systems	Kabelreparatursatz	Cable Repair Set	Antenne	Aerial	Car Hifi & Multimedia	0	0	0	Tec Doc
9832	Kabelreparatursatz, Antennenverstärker	Cable Repair Set, aerial booster	Kommunikations-/Informationssysteme	Communication / Information Systems	Kabelreparatursatz	Cable Repair Set	Antennenverstärker	Aerial Booster	Car Hifi & Multimedia	0	0	0	Tec Doc
9833	Kabelreparatursatz, Antennenverstärker	Cable Repair Set, aerial booster	Kommunikations-/Informationssysteme, Universal	Communication/ Information Systems, universal	Kabelreparatursatz	Cable Repair Set	Antennenverstärker	Aerial Booster	Kabel/Kabelsätze	1	0	0	Tec Doc
9886	Kabelreparatursatz, Aschenbecherbeleuchtung	Cable Repair Set, ashtray lighting	Beleuchtung	Lights	Kabelreparatursatz	Cable Repair Set	Aschenbecherbeleuchtung	Ashtray Lighting	Kabel/Kabelsätze	0	0	0	Tec Doc
9887	Kabelreparatursatz, Aschenbecherbeleuchtung	Cable Repair Set, ashtray lighting	Beleuchtung, Universal	Lighting System, universal	Kabelreparatursatz	Cable Repair Set	Aschenbecherbeleuchtung	Ashtray Lighting	Kabel/Kabelsätze	1	0	0	Tec Doc
9794	Kabelreparatursatz, Außenspiegelheizung	Cable Repair Set, outside mirror heating	Karosserie	Body	Kabelreparatursatz	Cable Repair Set	Außenspiegelheizung	Outside Mirror Heating	Kabel/Kabelsätze	0	0	0	Tec Doc
9795	Kabelreparatursatz, Außenspiegelheizung	Cable Repair Set, outside mirror heating	Karosserie, Universal	Body Parts, universal	Kabelreparatursatz	Cable Repair Set	Außenspiegelheizung	Outside Mirror Heating	Kabel/Kabelsätze	1	0	0	Tec Doc
8126	Kabelreparatursatz, Außentemperatursensor	Cable Repair Set, outside temperature sensor	Instrumente, Universal	Instruments, universal	Kabelreparatursatz	Cable Repair Set	Außentemperatursensor	Outside Temperature Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
7706	Kabelreparatursatz, Außentemperatursensor	Cable Repair Set, outside temperature sensor	Instrumente	Instruments	Kabelreparatursatz	Cable Repair Set	Außentemperatursensor	Outside Temperature Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
6366	Kabelreparatursatz, Begrenzungsleuchte	Cable Repair Set, position lamp	Beleuchtung, Universal	Lighting System, universal	Kabelreparatursatz	Cable Repair Set	Begrenzungsleuchte	Outline Lamp	Kabel/Kabelsätze	1	0	0	Tec Doc
6352	Kabelreparatursatz, Begrenzungsleuchte	Cable Repair Set, position lamp	Beleuchtung	Lights	Kabelreparatursatz	Cable Repair Set	Begrenzungsleuchte	Outline Lamp	Kabel/Kabelsätze	0	0	0	Tec Doc
9598	Kabelreparatursatz, Bewegungssensor-Stoßdämpfer	Cable Repair Set, shock absorber movement sensor	Federung/Dämpfung	Suspension/Damping	Kabelreparatursatz	Cable Repair Set	Bewegungssensor-Stoßdämpfer	Shock Absorber Movement Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
9599	Kabelreparatursatz, Bewegungssensor-Stoßdämpfer	Cable Repair Set, shock absorber movement sensor	Federung/Dämpfung, Universal	Suspension, universal	Kabelreparatursatz	Cable Repair Set	Bewegungssensor-Stoßdämpfer	Shock Absorber Movement Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
6357	Kabelreparatursatz, Blinkleuchte	Cable Repair Set, indicator	Signalanlage, Universal	Signal System, universal	Kabelreparatursatz	Cable Repair Set	Blinkleuchte	Indicator	Kabel/Kabelsätze	1	0	0	Tec Doc
6343	Kabelreparatursatz, Blinkleuchte	Cable Repair Set, indicator	Signalanlage	Signal System	Kabelreparatursatz	Cable Repair Set	Blinkleuchte	Indicator	Kabel/Kabelsätze	0	0	0	Tec Doc
9924	Kabelreparatursatz, Bordnetzsteuergerät	Cable Repair Set, vehicle power system control unit	Bordnetz	Central Electrics	Kabelreparatursatz	Cable Repair Set	Bordnetzsteuergerät	Vehicle Power System Control Unit	Kabel/Kabelsätze	0	NULL	NULL	Tec Doc
9925	Kabelreparatursatz, Bordnetzsteuergerät	Cable Repair Set, vehicle power system control unit	Bordnetz, Universal	Electric Supply, universal	Kabelreparatursatz	Cable Repair Set	Bordnetzsteuergerät	Vehicle Power System Control Unit	Kabel/Kabelsätze	1	NULL	NULL	Tec Doc
9608	Kabelreparatursatz, Bremsbelag-Verschleißanzeige	Cable Repair Set, brake lining wear indicator	Bremsanlage, Universal	Braking System, universal	Kabelreparatursatz	Cable Repair Set	Bremsbelag-Verschleißanzeige	Brake Lining Wear Indicator	Kabel/Kabelsätze	1	0	0	Tec Doc
9607	Kabelreparatursatz, Bremsbelag-Verschleißanzeige	Cable Repair Set, brake lining wear indicator	Bremsanlage	Braking System	Kabelreparatursatz	Cable Repair Set	Bremsbelag-Verschleißanzeige	Brake Lining Wear Indicator	Kabel/Kabelsätze	0	0	0	Tec Doc
8005	Kabelreparatursatz, Bremsflüssigkeitsvorratssensor	Cable Repair Set, brake fluid reservoir sensor	Bremsanlage	Braking System	Kabelreparatursatz	Cable Repair Set	Bremsflüssigkeitsvorratsensor	Brake Fluid Reservoir Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
8006	Kabelreparatursatz, Bremsflüssigkeitsvorratssensor	Cable Repair Set, brake fluid reservoir sensor	Bremsanlage, Universal	Braking System, universal	Kabelreparatursatz	Cable Repair Set	Bremsflüssigkeitsvorratsensor	Brake Fluid Reservoir Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
8612	Kabelreparatursatz, Bremsleuchte	Cable Repair Set, brake light	Signalanlage, Universal	Signal System, universal	Kabelreparatursatz	Cable Repair Set	Bremsleuchte	Stop Light	Kabel/Kabelsätze	1	0	0	Tec Doc
8786	Kabelreparatursatz, Bremsleuchte	Cable Repair Set, brake light	Signalanlage	Signal System	Kabelreparatursatz	Cable Repair Set	Bremsleuchte	Stop Light	Kabel/Kabelsätze	0	0	0	Tec Doc
9381	Kabelreparatursatz, Bremslichtschalter	Cable Repair Set, brake light switch	Signalanlage	Signal System	Kabelreparatursatz	Cable Repair Set	Bremslichtschalter	Brake Light Switch	Kabel/Kabelsätze	0	0	0	Tec Doc
9382	Kabelreparatursatz, Bremslichtschalter	Cable Repair Set, brake light switch	Signalanlage, Universal	Signal System, universal	Kabelreparatursatz	Cable Repair Set	Bremslichtschalter	Brake Light Switch	Kabel/Kabelsätze	1	0	0	Tec Doc
9830	Kabelreparatursatz, Bremspedalwegsensor	Cable Repair Set, brake pedal travel sensor	Bremsanlage, Universal	Braking System, universal	Kabelreparatursatz	Cable Repair Set	Bremspedalwegsensor	Brake Pedal Travel Sensor	elektrische Bauteile sonstiges	1	0	0	Tec Doc
9829	Kabelreparatursatz, Bremspedalwegsensor	Cable Repair Set, brake pedal travel sensor	Bremsanlage	Braking System	Kabelreparatursatz	Cable Repair Set	Bremspedalwegsensor	Brake Pedal Travel Sensor	elektrische Bauteile sonstiges	0	0	0	Tec Doc
7310	Kabelreparatursatz, Common-Rail-System	Cable Repair Set, common rail set	Gemischaufbereitung	Mixture Formation	Kabelreparatursatz	Cable Repair Set	Common-Rail-System	Common Rail System	Kabel/Kabelsätze	0	0	0	Tec Doc
7311	Kabelreparatursatz, Common-Rail-System	Cable Repair Set, common rail set	Gemischaufbereitung, Universal	Mixture Formation, universal	Kabelreparatursatz	Cable Repair Set	Common-Rail-System	Common Rail System	Kabel/Kabelsätze	1	0	0	Tec Doc
9397	Kabelreparatursatz, Differenzdrucksensor	Cable Repair Set, differential pressure sensor	Abgasanlage	Exhaust System	Kabelreparatursatz	Cable Repair Set	Differenzdrucksensor	Differential Pressure Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
9398	Kabelreparatursatz, Differenzdrucksensor	Cable Repair Set, differential pressure sensor	Abgasanlage, Universal	Exhaust System, universal	Kabelreparatursatz	Cable Repair Set	Differenzdrucksensor	Differential Pressure Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
60023	Kabelreparatursatz, Dosierpumpe-Standheizung	Cable Repair Set, auxiliary heating metering pump	Komfortsysteme, Universal	Comfort Systems, universal	Kabelreparatursatz	Cable Repair Set	Dosierpumpe-Standheizung	Auxiliary Heating Metering Pump	Kabel/Kabelsätze	1	NULL	NULL	DVSE
60022	Kabelreparatursatz, Dosierpumpe-Standheizung	Cable Repair Set, auxiliary heating metering pump	Komfortsysteme	Comfort Systems	Kabelreparatursatz	Cable Repair Set	Dosierpumpe-Standheizung	Auxiliary Heating Metering Pump	Kabel/Kabelsätze	0	NULL	NULL	DVSE
8482	Kabelreparatursatz, Drallklappenstellelement (Saugrohr)	Cable Repair Set, swirl valve actuator (intake manifold)	Luftversorgung	Air Supply	Kabelreparatursatz	Cable Repair Set	Drallklappen (Saugrohr)	Swirl Covers (induction pipe)	Kabel/Kabelsätze	0	0	0	Tec Doc
8597	Kabelreparatursatz, Drallklappenstellelement (Saugrohr)	Cable Repair Set, swirl valve actuator (intake manifold)	Luftversorgung, Universal	Air Supply, universal	Kabelreparatursatz	Cable Repair Set	Drallklappen (Saugrohr)	Swirl Covers (induction pipe)	Kabel/Kabelsätze	1	0	0	Tec Doc
8947	Kabelreparatursatz, Drehzahlsensor (Automatikgetriebe)	Cable Repair Set, RPM sensor (automatic transmission)	Automatikgetriebe	Automatic Transmission	Kabelreparatursatz	Cable Repair Set	Drehzahlsensor (Automatikgetriebe)	RPM Sensor (automatic transmission)	Kabel/Kabelsätze	0	0	0	Tec Doc
8948	Kabelreparatursatz, Drehzahlsensor (Schaltgetriebe)	Cable Repair Set, RPM sensor (manual transmission)	Schaltgetriebe	Manual Transmission	Kabelreparatursatz	Cable Repair Set	Drehzahlsensor (Schaltgetriebe)	RPM Sensor (manual transmission)	Kabel/Kabelsätze	0	0	0	Tec Doc
9323	Kabelreparatursatz, Drehzahlsensor-Abgasturbolader	Cable Repair Set, turbocharger RPM sensor	Luftversorgung	Air Supply	Kabelreparatursatz	Cable Repair Set	Drehzahlsensor-Abgasturbolader	Turbocharger RPM Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
9324	Kabelreparatursatz, Drehzahlsensor-Abgasturbolader	Cable Repair Set, turbocharger RPM sensor	Luftversorgung, Universal	Air Supply, universal	Kabelreparatursatz	Cable Repair Set	Drehzahlsensor-Abgasturbolader	Turbocharger RPM Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
60024	Kabelreparatursatz, Drehzahlsensor-Einspritzpumpe	Cable Repair Set, injection pump RPM sensor	Gemischaufbereitung	Mixture Formation	Kabelreparatursatz	Cable Repair Set	Drehzahlsensor-Einspritzpumpe	Injection Pump RPM Sensor	Kabel/Kabelsätze	0	NULL	NULL	DVSE
60025	Kabelreparatursatz, Drehzahlsensor-Einspritzpumpe	Cable Repair Set, injection pump RPM sensor	Gemischaufbereitung, Universal	Mixture Formation, universal	Kabelreparatursatz	Cable Repair Set	Drehzahlsensor-Einspritzpumpe	Injection Pump RPM Sensor	Kabel/Kabelsätze	1	NULL	NULL	DVSE
8258	Kabelreparatursatz, Drosselklappensensor	Cable Repair Set, throttle sensor	Gemischaufbereitung	Mixture Formation	Kabelreparatursatz	Cable Repair Set	Drosselklappensensor	Throttle Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
8598	Kabelreparatursatz, Druckregelventil (Common-Rail-System)	Cable Repair Set, pressure ctrl. valve (common rail system)	Gemischaufbereitung, Universal	Mixture Formation, universal	Kabelreparatursatz	Cable Repair Set	Druckregelventil (Common-Rail-System)	Pressure Control Valve (common rail system)	Kabel/Kabelsätze	1	0	0	Tec Doc
8483	Kabelreparatursatz, Druckregelventil (Common-Rail-System)	Cable Repair Set, pressure ctrl. valve (common rail system)	Gemischaufbereitung	Mixture Formation	Kabelreparatursatz	Cable Repair Set	Druckregelventil (Common-Rail-System)	Pressure Control Valve (common rail system)	Kabel/Kabelsätze	0	0	0	Tec Doc
7307	Kabelreparatursatz, Druckschalter (Klimaanlage)	Cable Repair Set, pressure switch (air conditioning)	Klimaanlage, Universal	Air Conditioning, universal	Kabelreparatursatz	Cable Repair Set	Druckschalter (Klimaanlage)	Pressure Switch (air conditioning system)	Kabel/Kabelsätze	1	0	0	Tec Doc
7306	Kabelreparatursatz, Druckschalter (Klimaanlage)	Cable Repair Set, pressure switch (air conditioning)	Klimaanlage	Air Conditioning	Kabelreparatursatz	Cable Repair Set	Druckschalter (Klimaanlage)	Pressure Switch (air conditioning system)	Kabel/Kabelsätze	0	0	0	Tec Doc
9241	Kabelreparatursatz, Drucksensor (Hydraulikaggregat)	Cable Repair Set, pressure sensor (hydraulic unit)	Bremsanlage, Universal	Braking System, universal	Kabelreparatursatz	Cable Repair Set	Drucksensor (Hydraulikaggregat)	Pressure Sensor (hydraulic unit)	Kabel/Kabelsätze	1	0	0	Tec Doc
9240	Kabelreparatursatz, Drucksensor (Hydraulikaggregat)	Cable Repair Set, pressure sensor (hydraulic unit)	Bremsanlage	Braking System	Kabelreparatursatz	Cable Repair Set	Drucksensor (Hydraulikaggregat)	Pressure Sensor (hydraulic unit)	Kabel/Kabelsätze	0	0	0	Tec Doc
9337	Kabelreparatursatz, Drucksensor-Aktivkohlebehälter	Cable Repair Set, charcoal canister pressure sensor	Kraftstoffförderanlage, Universal	Fuel Supply System, universal	Kabelreparatursatz	Cable Repair Set	Drucksensor-Aktivkohlebehälter	Charcoal Canister Pressure Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
9336	Kabelreparatursatz, Drucksensor-Aktivkohlebehälter	Cable Repair Set, charcoal canister pressure sensor	Kraftstoffförderanlage	Fuel Supply System	Kabelreparatursatz	Cable Repair Set	Drucksensor-Aktivkohlebehälter	Charcoal Canister Pressure Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
9318	Kabelreparatursatz, Drucksensor-Bremskraftverstärker	Cable Repair Set, brake servo pressure sensor	Bremsanlage, Universal	Braking System, universal	Kabelreparatursatz	Cable Repair Set	Drucksensor-Bremskraftverstärker	Brake Servo Pressure Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
9317	Kabelreparatursatz, Drucksensor-Bremskraftverstärker	Cable Repair Set, brake servo pressure sensor	Bremsanlage	Braking System	Kabelreparatursatz	Cable Repair Set	Drucksensor-Bremskraftverstärker	Brake Servo Pressure Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
9314	Kabelreparatursatz, Drucksensor-Sekundärluftpumpe	Cable Repair Set, secondary air pump pressure sensor	Sekundärlufteinblasung, Universal	Secondary Air Injection, universal	Kabelreparatursatz	Cable Repair Set	Drucksensor-Sekundärluftpumpe	Secondary Air Pump Pressure Sensor	Kabel/Kabelsätze	1	0	0	Tec Doc
9313	Kabelreparatursatz, Drucksensor-Sekundärluftpumpe	Cable Repair Set, secondary air pump pressure sensor	Sekundärlufteinblasung	Secondary Air Injection	Kabelreparatursatz	Cable Repair Set	Drucksensor-Sekundärluftpumpe	Secondary Air Pump Pressure Sensor	Kabel/Kabelsätze	0	0	0	Tec Doc
9213	Kabelreparatursatz, Druckwandler	Cable Repair Set, pressure transducer	Abgasrückführung	Exhaust Gas Recirculation (EGR)	Kabelreparatursatz	Cable Repair Set	Druckwandler	Pressure Transducer	Kabel/Kabelsätze	0	0	0	Tec Doc
