Jahr von Rechnungsdatum,Monat von Rechnungsdatum,Tag von Rechnungsdatum,Artikelnummer,Anzahl Bruttoauftragsartikel,Anzahl Nettoauftragsartikel,Zolltarifnummer
2021,März,5,MARK-0001,17.00,16.00,
2021,März,5,OPOS-0009,1.00,1.00,
2021,März,5,P-A-01-00076,1.00,1.00,
2021,März,5,P-A-01-00415,1.00,1.00,
2021,März,5,P-A-02-00367,1.00,1.00,
2021,März,5,P-B-01-00203,1.00,1.00,
2021,März,5,P-B-02-00034,1.00,1.00,
2021,März,5,P-N-01-00003,1.00,1.00,
2021,März,5,P-N-01-01117,1.00,1.00,
2021,März,5,P-N-02-00139,1.00,1.00,
2021,März,5,P-N-02-00215,1.00,1.00,
2021,März,5,P-N-02-00349,1.00,1.00,
2021,März,6,1080-101777,2.00,2.00,
2021,März,6,1115-102175,1.00,1.00,
2021,März,6,1125-5977,1.00,1.00,
2021,März,6,1410-14933,1.00,1.00,
2021,März,6,1410-17991,4.00,4.00,
2021,März,6,1410-35025,1.00,1.00,
2021,März,6,1410-115084,1.00,1.00,
2021,März,6,1410-115991,1.00,1.00,
2021,März,6,1410-116018,1.00,1.00,
2021,März,6,1410-137991,1.00,1.00,
2021,März,6,1410-138140,1.00,1.00,
2021,März,6,1420-0376,2.00,2.00,
2021,März,6,1420-14399,2.00,2.00,
2021,März,6,1420-46523,2.00,2.00,
2021,März,6,1420-47548,6.00,6.00,
2021,März,6,1420-57795,2.00,2.00,
2021,März,6,1420-57801,2.00,2.00,
2021,März,6,1440-2857,1.00,1.00,
2021,März,6,1440-141843,1.00,1.00,
2021,März,6,1540-114700,1.00,1.00,
2021,März,6,1540-187387,2.00,2.00,
2021,März,6,1550-102661,2.00,2.00,
2021,März,6,1550-105642,2.00,2.00,
2021,März,6,1570-4237,2.00,2.00,
2021,März,6,1570-16655,2.00,2.00,
2021,März,6,1570-34395,1.00,1.00,
2021,März,6,1570-50636,1.00,1.00,
2021,März,6,1570-50654,1.00,1.00,
2021,März,6,1570-128703,1.00,1.00,
2021,März,6,1570-157913,2.00,2.00,
2021,März,6,1580-7345,1.00,1.00,
2021,März,6,1610-2483,1.00,1.00,
2021,März,6,1610-7487,1.00,1.00,
2021,März,6,1620-120117,1.00,1.00,
2021,März,6,1710-2348,1.00,1.00,
2021,März,6,1720-116447,1.00,1.00,
2021,März,6,1720-120590,1.00,1.00,
2021,März,6,1910-113630,1.00,1.00,
2021,März,6,1920-108419,1.00,1.00,
2021,März,6,2010-6490,1.00,1.00,
2021,März,6,2010-9525,1.00,1.00,
2021,März,6,2010-113727,1.00,1.00,
2021,März,6,2020-2168,1.00,1.00,
2021,März,6,2020-3828,1.00,1.00,
2021,März,6,2020-5490,1.00,1.00,
2021,März,6,2020-5546,1.00,1.00,
2021,März,6,2020-6213,1.00,1.00,
2021,März,6,2020-101214,1.00,1.00,
2021,März,6,2030-4487,1.00,1.00,
2021,März,6,2030-5238,1.00,1.00,
2021,März,6,2040-1944,1.00,1.00,
2021,März,6,2040-3618,1.00,1.00,
2021,März,6,2120-2541,4.00,4.00,
2021,März,6,2120-3624,3.00,3.00,
2021,März,6,2140-4500,1.00,1.00,
2021,März,6,2250-100944,1.00,1.00,
2021,März,6,2310-0742,1.00,1.00,
2021,März,6,2310-3948,1.00,1.00,
2021,März,6,2311-109580,1.00,1.00,
2021,März,6,2312-100512,20.00,20.00,
2021,März,6,2320-11489,1.00,1.00,
2021,März,6,2320-11616,1.00,1.00,
2021,März,6,2340-0224,1.00,1.00,
2021,März,6,2340-1657,10.00,10.00,
2021,März,6,2340-10937,1.00,1.00,
2021,März,6,2360-0150,2.00,2.00,
2021,März,6,2360-1255,1.00,1.00,
2021,März,6,2360-17444,1.00,1.00,
2021,März,6,2370-3901,4.00,4.00,
2021,März,6,2370-3980,1.00,1.00,
2021,März,6,2380-1581,1.00,1.00,
2021,März,6,2380-1692,1.00,1.00,
2021,März,6,2380-1845,1.00,1.00,
2021,März,6,2380-5218,1.00,1.00,
2021,März,6,2380-6024,1.00,1.00,
2021,März,6,2380-8807,1.00,1.00,
2021,März,6,2380-101215,1.00,1.00,
2021,März,6,2380-101430,2.00,2.00,
2021,März,6,2380-108484,1.00,1.00,
2021,März,6,90101038,2.00,2.00,
2021,März,6,90104014,7.00,7.00,
2021,März,6,90104016,13.00,13.00,
2021,März,6,90104017,4.00,4.00,
2021,März,6,90104020,1.00,1.00,
2021,März,6,90104023,2.00,2.00,
2021,März,6,ALV,1.00,1.00,
2021,März,6,MARK-0001,7.00,7.00,
2021,März,6,MARK-0006,1.00,1.00,
2021,März,6,P-A-01-00344,1.00,1.00,
2021,März,6,P-B-01-00003,1.00,1.00,
2021,März,6,P-N-01-00433,1.00,1.00,
2021,März,8,1020-100246,1.00,1.00,
2021,März,8,1020-100497,1.00,1.00,
2021,März,8,1030-9377,1.00,1.00,
2021,März,8,1080-101726,1.00,1.00,
2021,März,8,1120-104471,1.00,1.00,
2021,März,8,1120-104472,1.00,1.00,
2021,März,8,1120-104671,1.00,1.00,
2021,März,8,1125-0006,2.00,2.00,
2021,März,8,1125-108783,1.00,1.00,
2021,März,8,1126-102788,1.00,1.00,
2021,März,8,1126-109439,0.00,-1.00,
2021,März,8,1130-13584,1.00,1.00,
2021,März,8,1130-123307,0.00,-1.00,
2021,März,8,1135-109944,2.00,2.00,
2021,März,8,1135-116046,2.00,2.00,
2021,März,8,1140-102603,1.00,1.00,
2021,März,8,1230-119825,0.00,-1.00,
2021,März,8,1240-104763,2.00,2.00,
2021,März,8,1260-103216,1.00,1.00,
2021,März,8,1260-106052,1.00,1.00,
2021,März,8,1260-106071,1.00,1.00,
2021,März,8,1350-3271,1.00,1.00,
2021,März,8,1410-0493,1.00,1.00,
2021,März,8,1410-0503,1.00,1.00,
2021,März,8,1410-4529,1.00,1.00,
2021,März,8,1410-4577,1.00,1.00,
2021,März,8,1410-5230,1.00,1.00,
2021,März,8,1410-5543,1.00,1.00,
2021,März,8,1410-15265,1.00,1.00,
2021,März,8,1410-15492,1.00,1.00,
2021,März,8,1410-17319,1.00,1.00,
2021,März,8,1410-18542,1.00,1.00,
2021,März,8,1410-32483,0.00,-1.00,
2021,März,8,1410-32707,1.00,1.00,
2021,März,8,1410-33023,1.00,1.00,
2021,März,8,1410-34243,1.00,1.00,
2021,März,8,1410-34277,1.00,1.00,
2021,März,8,1410-34294,1.00,1.00,
2021,März,8,1410-34573,1.00,1.00,
2021,März,8,1410-35341,1.00,1.00,
2021,März,8,1410-35857,1.00,1.00,
2021,März,8,1410-109073,1.00,1.00,
2021,März,8,1410-111493,1.00,1.00,
2021,März,8,1410-116126,1.00,1.00,
2021,März,8,1410-118080,1.00,1.00,
2021,März,8,1410-122451,1.00,1.00,
2021,März,8,1410-138190,1.00,1.00,
2021,März,8,1410-140887,1.00,1.00,
2021,März,8,1410-143220,1.00,1.00,
2021,März,8,1410-143258,1.00,1.00,
2021,März,8,1420-0363,2.00,2.00,
2021,März,8,1420-4156,2.00,2.00,
2021,März,8,1420-4498,2.00,2.00,
2021,März,8,1420-5447,2.00,2.00,
2021,März,8,1420-14545,2.00,2.00,
2021,März,8,1420-15609,0.00,-2.00,
2021,März,8,1420-17199,2.00,2.00,
2021,März,8,1420-19719,2.00,2.00,
2021,März,8,1420-22436,1.00,1.00,
2021,März,8,1420-42898,1.00,1.00,
2021,März,8,1420-45070,2.00,2.00,
2021,März,8,1420-45962,-1.00,-1.00,
2021,März,8,1420-47998,2.00,2.00,
2021,März,8,1420-48027,2.00,2.00,
2021,März,8,1420-48075,2.00,2.00,
2021,März,8,1420-59333,2.00,2.00,
2021,März,8,1420-112106,2.00,2.00,
2021,März,8,1420-113026,2.00,2.00,
2021,März,8,1420-138572,1.00,1.00,
2021,März,8,1420-159544,2.00,2.00,
2021,März,8,1435-123151,1.00,1.00,
2021,März,8,1435-123152,1.00,1.00,
2021,März,8,1435-PF01,-5.00,-5.00,
2021,März,8,1440-21198,1.00,1.00,
2021,März,8,1440-22139,1.00,1.00,
2021,März,8,1440-26977,2.00,2.00,
2021,März,8,1440-40417,1.00,1.00,
2021,März,8,1440-42859,2.00,2.00,
2021,März,8,1440-55782,2.00,2.00,
2021,März,8,1440-57539,1.00,1.00,
2021,März,8,1440-123380,1.00,1.00,
2021,März,8,1440-151911,1.00,1.00,
2021,März,8,1440-151912,1.00,1.00,
2021,März,8,1440-153295,0.00,-1.00,
2021,März,8,1440-159433,1.00,1.00,
2021,März,8,1440-169465,1.00,1.00,
2021,März,8,1510-20188,2.00,2.00,
2021,März,8,1510-101390,2.00,2.00,
2021,März,8,1510-104097,2.00,2.00,
2021,März,8,1510-108419,1.00,1.00,
2021,März,8,1520-117536,1.00,1.00,
2021,März,8,1520-120948,1.00,1.00,
2021,März,8,1530-1555,1.00,1.00,
2021,März,8,1530-3811,1.00,1.00,
2021,März,8,1530-13778,2.00,2.00,
2021,März,8,1540-23568,2.00,2.00,
2021,März,8,1540-34678,1.00,1.00,
2021,März,8,1540-34783,1.00,1.00,
2021,März,8,1550-20242,2.00,2.00,
2021,März,8,1550-20243,2.00,2.00,
2021,März,8,1550-135107,2.00,2.00,
2021,März,8,1570-21668,1.00,1.00,
2021,März,8,1570-31900,2.00,2.00,
2021,März,8,1570-39800,2.00,2.00,
2021,März,8,1570-41666,1.00,1.00,
2021,März,8,1570-41667,1.00,1.00,
2021,März,8,1570-42072,1.00,1.00,
2021,März,8,1570-42073,1.00,1.00,
2021,März,8,1570-48837,1.00,1.00,
2021,März,8,1570-51447,1.00,1.00,
2021,März,8,1570-148071,1.00,1.00,
2021,März,8,1570-202046,1.00,1.00,
2021,März,8,1570-202047,1.00,1.00,
2021,März,8,1570-91100429,2.00,2.00,
2021,März,8,1570-91102145,2.00,2.00,
2021,März,8,1570-91102176,2.00,2.00,
2021,März,8,1570-91102625,2.00,2.00,
2021,März,8,1570-91112548,1.00,1.00,
2021,März,8,1571-100015,1.00,1.00,
2021,März,8,1571-PF01,1.00,1.00,
2021,März,8,1580-7660,1.00,1.00,
2021,März,8,1580-108235,1.00,1.00,
2021,März,8,1610-57089,1.00,1.00,
2021,März,8,1610-156847,1.00,1.00,
2021,März,8,1610-168502,0.00,-1.00,
2021,März,8,1620-101207,0.00,-1.00,
2021,März,8,1620-104798,1.00,1.00,
2021,März,8,1630-100686,1.00,1.00,
2021,März,8,1710-24169,0.00,-1.00,
2021,März,8,1720-7321,1.00,1.00,
2021,März,8,1720-11366,1.00,1.00,
2021,März,8,1720-125798,1.00,1.00,
2021,März,8,1740-2521,1.00,1.00,
2021,März,8,1820-9516,1.00,1.00,
2021,März,8,2010-0195,1.00,1.00,
2021,März,8,2010-9286,1.00,1.00,
2021,März,8,2010-9525,1.00,1.00,
2021,März,8,2010-9640,1.00,1.00,
2021,März,8,2010-10151,1.00,1.00,
2021,März,8,2020-1906,1.00,1.00,
2021,März,8,2020-3762,1.00,1.00,
2021,März,8,2020-5515,1.00,1.00,
2021,März,8,2020-5574,1.00,1.00,
2021,März,8,2020-5641,1.00,1.00,
2021,März,8,2020-5898,1.00,1.00,
2021,März,8,2020-5998,1.00,1.00,
2021,März,8,2020-104722,1.00,1.00,
2021,März,8,2020-106196,1.00,1.00,
2021,März,8,2030-0219,1.00,1.00,
2021,März,8,2030-3638,1.00,1.00,
2021,März,8,2030-4389,1.00,1.00,
2021,März,8,2030-4472,1.00,1.00,
2021,März,8,2030-106397,1.00,1.00,
2021,März,8,2040-1278,1.00,1.00,
2021,März,8,2040-1314,1.00,1.00,
2021,März,8,2040-3955,1.00,1.00,
2021,März,8,2040-4184,1.00,1.00,
2021,März,8,2040-4285,1.00,1.00,
2021,März,8,2040-4293,1.00,1.00,
2021,März,8,2040-102866,1.00,1.00,
2021,März,8,2040-106305,1.00,1.00,
2021,März,8,2220-0073,1.00,1.00,
2021,März,8,2220-100101,2.00,2.00,
2021,März,8,2220-101163,4.00,4.00,
2021,März,8,2240-100556,1.00,1.00,
2021,März,8,2240-102709,1.00,1.00,
2021,März,8,2260-15186,1.00,1.00,
2021,März,8,2260-19092,1.00,1.00,
2021,März,8,2260-PF01,1.00,1.00,
2021,März,8,2270-2840,1.00,1.00,
2021,März,8,2270-3170,1.00,1.00,
2021,März,8,2270-13073,1.00,1.00,
2021,März,8,2270-13581,1.00,1.00,
2021,März,8,2310-0120,1.00,1.00,
2021,März,8,2310-3948,1.00,1.00,
2021,März,8,2311-101969,1.00,1.00,
2021,März,8,2330-5383,0.00,-1.00,
2021,März,8,2330-7437,1.00,1.00,
2021,März,8,2330-7631,1.00,1.00,
2021,März,8,2330-104770,1.00,1.00,
2021,März,8,2330-105077,1.00,1.00,
2021,März,8,2340-1647,1.00,1.00,
2021,März,8,2340-11015,1.00,1.00,
2021,März,8,2340-100672,1.00,1.00,
2021,März,8,2350-2229,1.00,1.00,
2021,März,8,2350-4129,1.00,1.00,
2021,März,8,2350-4652,1.00,1.00,
2021,März,8,2350-4894,1.00,1.00,
2021,März,8,2350-6746,1.00,1.00,
2021,März,8,2350-7010,1.00,1.00,
2021,März,8,2350-100135,1.00,1.00,
2021,März,8,2360-0150,1.00,1.00,
2021,März,8,2360-0159,1.00,1.00,
2021,März,8,2360-0934,2.00,2.00,
2021,März,8,2360-1255,1.00,1.00,
2021,März,8,2360-17400,1.00,1.00,
2021,März,8,2360-17425,1.00,1.00,
2021,März,8,2360-17479,3.00,3.00,
2021,März,8,2360-17525,1.00,1.00,
2021,März,8,2360-102293,1.00,1.00,
2021,März,8,2360-104455,1.00,1.00,
2021,März,8,2360-105132,2.00,2.00,
2021,März,8,2360-105493,1.00,1.00,
2021,März,8,2360-105494,1.00,1.00,
2021,März,8,2370-1031,1.00,1.00,
2021,März,8,2370-1035,1.00,1.00,
2021,März,8,2370-3800,1.00,1.00,
2021,März,8,2370-3927,1.00,1.00,
2021,März,8,2370-7899,3.00,3.00,
2021,März,8,2380-1572,1.00,1.00,
2021,März,8,2380-1775,1.00,1.00,
2021,März,8,2380-1789,1.00,1.00,
2021,März,8,2380-1794,1.00,1.00,
2021,März,8,2380-5296,1.00,1.00,
2021,März,8,2380-6022,1.00,1.00,
2021,März,8,2380-6240,1.00,1.00,
2021,März,8,2380-8618,1.00,1.00,
2021,März,8,2380-8798,1.00,1.00,
2021,März,8,2380-101428,1.00,1.00,
2021,März,8,2380-101430,1.00,1.00,
2021,März,8,2380-101613,1.00,1.00,
2021,März,8,2380-103113,0.00,-1.00,
2021,März,8,2380-103116,0.00,-1.00,
2021,März,8,2380-103124,0.00,-1.00,
2021,März,8,2380-104167,1.00,1.00,
2021,März,8,90101038,1.00,1.00,
2021,März,8,90101083,1.00,1.00,
2021,März,8,90104006,1.00,0.00,
2021,März,8,90104014,20.00,19.00,
2021,März,8,90104016,25.00,23.00,
2021,März,8,90104017,7.00,7.00,
2021,März,8,90104020,4.00,2.00,
2021,März,8,90104023,11.00,11.00,
2021,März,8,BKB,1.00,1.00,
2021,März,8,MARK-0001,7.00,7.00,
2021,März,8,MARK-0004,1.00,1.00,
2021,März,8,P-A-01-00415,1.00,1.00,
2021,März,8,P-A-01-00612,1.00,1.00,
2021,März,8,P-A-02-00053,1.00,1.00,
2021,März,8,P-B-01-00048,-1.00,-1.00,
2021,März,8,P-N-01-00003,-1.00,-1.00,
2021,März,9,1010-101808,1.00,1.00,
2021,März,9,1080-2034,0.00,-1.00,
2021,März,9,1080-2768,1.00,1.00,
2021,März,9,1080-2769,1.00,1.00,
2021,März,9,1080-101168,1.00,1.00,
2021,März,9,1120-100467,1.00,1.00,
2021,März,9,1120-102264,1.00,1.00,
2021,März,9,1125-102020,1.00,1.00,
2021,März,9,1125-108851,1.00,1.00,
2021,März,9,1130-4583,1.00,1.00,
2021,März,9,1130-4625,1.00,1.00,
2021,März,9,1130-6903,1.00,1.00,
2021,März,9,1130-6920,1.00,1.00,
2021,März,9,1130-8707,1.00,1.00,
2021,März,9,1130-9387,1.00,1.00,
2021,März,9,1130-9389,1.00,1.00,
2021,März,9,1130-115541,1.00,1.00,
2021,März,9,1130-123286,1.00,1.00,
2021,März,9,1220-15677,1.00,1.00,
2021,März,9,1220-15789,1.00,1.00,
2021,März,9,1220-106140,1.00,1.00,
2021,März,9,1240-3174,2.00,2.00,
2021,März,9,1240-3225,2.00,2.00,
2021,März,9,1240-120934,1.00,1.00,
2021,März,9,1240-127286,1.00,1.00,
2021,März,9,1260-20290,1.00,1.00,
2021,März,9,1410-1621,1.00,1.00,
2021,März,9,1410-4598,1.00,1.00,
2021,März,9,1410-5086,1.00,1.00,
2021,März,9,1410-5115,1.00,1.00,
2021,März,9,1410-16570,1.00,1.00,
2021,März,9,1410-17269,1.00,1.00,
2021,März,9,1410-17270,1.00,1.00,
2021,März,9,1410-18675,1.00,1.00,
2021,März,9,1410-32583,1.00,1.00,
2021,März,9,1410-32965,1.00,1.00,
2021,März,9,1410-33011,1.00,1.00,
2021,März,9,1410-33023,1.00,1.00,
2021,März,9,1410-34261,1.00,1.00,
2021,März,9,1410-34383,1.00,1.00,
2021,März,9,1410-34647,1.00,1.00,
2021,März,9,1410-35148,1.00,1.00,
2021,März,9,1410-35209,1.00,1.00,
2021,März,9,1410-35438,1.00,1.00,
2021,März,9,1410-109276,1.00,1.00,
2021,März,9,1420-4236,2.00,2.00,
2021,März,9,1420-4609,2.00,2.00,
2021,März,9,1420-5431,2.00,2.00,
2021,März,9,1420-5432,2.00,2.00,
2021,März,9,1420-12873,2.00,2.00,
2021,März,9,1420-14662,2.00,2.00,
2021,März,9,1420-20178,2.00,2.00,
2021,März,9,1420-21843,1.00,1.00,
2021,März,9,1420-21860,1.00,1.00,
2021,März,9,1420-22027,1.00,1.00,
2021,März,9,1420-22783,1.00,1.00,
2021,März,9,1420-23207,1.00,1.00,
2021,März,9,1420-46592,0.00,-2.00,
2021,März,9,1420-47540,2.00,2.00,
2021,März,9,1420-47770,2.00,2.00,
2021,März,9,1420-48884,2.00,2.00,
2021,März,9,1420-48967,0.00,-2.00,
2021,März,9,1420-49012,2.00,2.00,
2021,März,9,1420-49016,2.00,2.00,
2021,März,9,1420-60002,2.00,2.00,
2021,März,9,1420-60172,2.00,2.00,
2021,März,9,1420-113422,2.00,2.00,
2021,März,9,1420-136934,1.00,1.00,
2021,März,9,1420-137041,1.00,1.00,
2021,März,9,1430-102702,1.00,1.00,
2021,März,9,1430-113477,2.00,2.00,
2021,März,9,1435-1656,4.00,4.00,
2021,März,9,1435-38762,2.00,2.00,
2021,März,9,1435-40214,0.00,-1.00,
2021,März,9,1435-PF01,-2.00,-2.00,
2021,März,9,1440-44723,1.00,1.00,
2021,März,9,1440-44724,1.00,1.00,
2021,März,9,1440-119872,1.00,1.00,
2021,März,9,1440-119873,1.00,1.00,
2021,März,9,1510-23325,2.00,2.00,
2021,März,9,1540-18786,2.00,2.00,
2021,März,9,1540-23944,0.00,-2.00,
2021,März,9,1540-170178,2.00,2.00,
2021,März,9,1540-180917,2.00,2.00,
2021,März,9,1540-91100151,1.00,1.00,
2021,März,9,1540-91100899,1.00,1.00,
2021,März,9,1540-91104061,1.00,1.00,
2021,März,9,1560-1187,1.00,1.00,
2021,März,9,1560-6885,1.00,1.00,
2021,März,9,1570-21830,1.00,1.00,
2021,März,9,1570-32310,2.00,2.00,
2021,März,9,1570-32383,1.00,1.00,
2021,März,9,1570-36561,1.00,1.00,
2021,März,9,1570-36562,1.00,1.00,
2021,März,9,1570-37880,2.00,2.00,
2021,März,9,1570-42876,1.00,1.00,
2021,März,9,1570-106520,1.00,1.00,
2021,März,9,1570-109440,2.00,2.00,
2021,März,9,1570-118503,1.00,1.00,
2021,März,9,1570-194204,2.00,2.00,
2021,März,9,1570-202297,2.00,2.00,
2021,März,9,1570-262201,2.00,2.00,
2021,März,9,1570-91103969,2.00,2.00,
2021,März,9,1570-91105194,1.00,1.00,
2021,März,9,1570-91105195,1.00,1.00,
2021,März,9,1570-91111531,1.00,1.00,
2021,März,9,1570-91111532,1.00,1.00,
2021,März,9,1571-PF01,-1.00,-1.00,
2021,März,9,1580-4607,1.00,1.00,
2021,März,9,1580-7613,1.00,1.00,
2021,März,9,1580-9428,1.00,1.00,
2021,März,9,1580-111098,2.00,2.00,
2021,März,9,1610-17079,0.00,-1.00,
2021,März,9,1610-47217,1.00,1.00,
2021,März,9,1610-100277,1.00,1.00,
2021,März,9,1610-100930,1.00,1.00,
2021,März,9,1610-100977,1.00,1.00,
2021,März,9,1610-128991,1.00,1.00,
2021,März,9,1620-105845,1.00,1.00,
2021,März,9,1620-128260,0.00,-1.00,
2021,März,9,1620-178773,0.00,-1.00,
2021,März,9,1630-1821,0.00,-1.00,
2021,März,9,1630-102349,1.00,1.00,
2021,März,9,1640-20569,1.00,1.00,
2021,März,9,1640-119017,1.00,1.00,
2021,März,9,1640-121234,1.00,1.00,
2021,März,9,1640-121268,1.00,1.00,
2021,März,9,1710-20589,1.00,1.00,
2021,März,9,1710-112523,1.00,1.00,
2021,März,9,1710-112906,1.00,1.00,
2021,März,9,1720-10141,1.00,1.00,
2021,März,9,1720-13278,1.00,1.00,
2021,März,9,1720-108213,1.00,1.00,
2021,März,9,1720-108252,1.00,1.00,
2021,März,9,1720-126659,1.00,1.00,
2021,März,9,1810-14986,1.00,1.00,
2021,März,9,1810-15268,1.00,1.00,
2021,März,9,1820-9347,0.00,-1.00,
2021,März,9,1820-9382,1.00,1.00,
2021,März,9,1820-9758,1.00,1.00,
2021,März,9,1820-101524,1.00,1.00,
2021,März,9,1911-112438,1.00,1.00,
2021,März,9,1911-112439,1.00,1.00,
2021,März,9,1920-0892,0.00,-1.00,
2021,März,9,1920-109035,1.00,1.00,
2021,März,9,2010-3405,1.00,1.00,
2021,März,9,2010-3498,1.00,1.00,
2021,März,9,2010-3632,1.00,1.00,
2021,März,9,2010-3666,1.00,1.00,
2021,März,9,2010-9455,1.00,1.00,
2021,März,9,2010-9840,1.00,1.00,
2021,März,9,2010-9859,1.00,1.00,
2021,März,9,2010-10519,1.00,1.00,
2021,März,9,2010-102712,1.00,1.00,
2021,März,9,2010-102822,1.00,1.00,
2021,März,9,2020-0001,0.00,-1.00,
2021,März,9,2020-1916,1.00,1.00,
2021,März,9,2020-1945,2.00,2.00,
2021,März,9,2020-2153,1.00,1.00,
2021,März,9,2020-2192,1.00,1.00,
2021,März,9,2020-4699,1.00,1.00,
2021,März,9,2020-5490,4.00,4.00,
2021,März,9,2020-5498,1.00,1.00,
2021,März,9,2020-5515,1.00,1.00,
2021,März,9,2020-5596,1.00,1.00,
2021,März,9,2020-5607,2.00,2.00,
2021,März,9,2020-5712,1.00,1.00,
2021,März,9,2020-5898,1.00,1.00,
2021,März,9,2020-5986,1.00,1.00,
2021,März,9,2020-101672,2.00,2.00,
2021,März,9,2020-105373,1.00,1.00,
2021,März,9,2030-1161,1.00,1.00,
2021,März,9,2030-1442,1.00,1.00,
2021,März,9,2030-102125,1.00,1.00,
2021,März,9,2040-1114,1.00,1.00,
2021,März,9,2040-1270,1.00,1.00,
2021,März,9,2040-1280,1.00,1.00,
2021,März,9,2040-3156,1.00,1.00,
2021,März,9,2040-3640,1.00,1.00,
2021,März,9,2040-3875,1.00,1.00,
2021,März,9,2040-4115,1.00,1.00,
2021,März,9,2040-4200,1.00,1.00,
2021,März,9,2040-4276,1.00,1.00,
2021,März,9,2040-4402,1.00,1.00,
2021,März,9,2040-101217,1.00,1.00,
2021,März,9,2120-4477,4.00,4.00,
2021,März,9,2240-8892,1.00,1.00,
2021,März,9,2250-7485,1.00,1.00,
2021,März,9,2260-17304,1.00,1.00,
2021,März,9,2271-103769,2.00,2.00,
2021,März,9,2310-3436,1.00,1.00,
2021,März,9,2310-10425,1.00,1.00,
2021,März,9,2310-100059,0.00,-1.00,
2021,März,9,2311-101164,1.00,1.00,
2021,März,9,2320-10616,1.00,1.00,
2021,März,9,2320-12674,1.00,1.00,
2021,März,9,2320-110722,1.00,1.00,
2021,März,9,2330-7863,1.00,1.00,
2021,März,9,2330-105140,1.00,1.00,
2021,März,9,2330-105589,1.00,1.00,
2021,März,9,2340-0106,1.00,1.00,
2021,März,9,2340-1474,2.00,2.00,
2021,März,9,2340-1554,1.00,1.00,
2021,März,9,2340-1760,2.00,2.00,
2021,März,9,2340-10928,3.00,3.00,
2021,März,9,2350-7001,1.00,1.00,
2021,März,9,2360-0109,1.00,1.00,
2021,März,9,2360-0133,0.00,-1.00,
2021,März,9,2360-0963,2.00,2.00,
2021,März,9,2360-1081,2.00,2.00,
2021,März,9,2360-1255,4.00,3.00,
2021,März,9,2360-1256,1.00,1.00,
2021,März,9,2360-17387,1.00,1.00,
2021,März,9,2360-17389,1.00,1.00,
2021,März,9,2360-17425,0.00,-1.00,
2021,März,9,2360-17474,1.00,1.00,
2021,März,9,2360-17475,2.00,2.00,
2021,März,9,2360-17483,1.00,1.00,
2021,März,9,2360-104034,1.00,1.00,
2021,März,9,2360-105521,2.00,2.00,
2021,März,9,2360-105565,2.00,2.00,
2021,März,9,2360-105577,10.00,10.00,
2021,März,9,2360-105674,5.00,5.00,
2021,März,9,2360-105878,1.00,1.00,
2021,März,9,2370-3861,1.00,1.00,
2021,März,9,2370-3908,1.00,1.00,
2021,März,9,2370-4492,1.00,1.00,
2021,März,9,2370-4503,1.00,1.00,
2021,März,9,2370-4877,0.00,-1.00,
2021,März,9,2370-91100123,1.00,1.00,
2021,März,9,2380-1749,1.00,1.00,
2021,März,9,2380-7636,1.00,1.00,
2021,März,9,2380-8509,2.00,2.00,
2021,März,9,2380-101613,1.00,1.00,
2021,März,9,90104014,28.00,28.00,
2021,März,9,90104016,34.00,34.00,
2021,März,9,90104017,6.00,5.00,
2021,März,9,90104018,1.00,1.00,
2021,März,9,90104023,7.00,7.00,
2021,März,9,MARK-0001,16.00,15.00,
2021,März,9,MARK-0006,1.00,1.00,
2021,März,9,P-A-01-00061,1.00,1.00,
2021,März,9,P-A-01-00566,1.00,1.00,
2021,März,9,P-A-01-00702,1.00,1.00,
2021,März,9,P-A-01-00785,1.00,1.00,
2021,März,9,P-A-01-00947,1.00,1.00,
2021,März,9,P-A-02-00309,1.00,1.00,
2021,März,9,P-A-02-00425,1.00,1.00,
2021,März,9,P-B-01-00180,1.00,1.00,
2021,März,9,P-B-01-00314,1.00,1.00,
2021,März,9,P-B-01-00930,1.00,1.00,
2021,März,9,P-B-02-00006,1.00,1.00,
2021,März,9,P-B-02-00062,1.00,1.00,
2021,März,9,P-N-02-00300,1.00,1.00,
2021,März,9,P-O-01-00576,1.00,1.00,
2021,März,9,P-O-01-00835,1.00,1.00,
2021,März,9,SCHA-0010,1.00,1.00,
2021,März,10,1010-101200,1.00,1.00,
2021,März,10,1020-104212,1.00,1.00,
2021,März,10,1020-104314,1.00,1.00,
2021,März,10,1030-5931,1.00,1.00,
2021,März,10,1030-5969,1.00,1.00,
2021,März,10,1030-106970,1.00,1.00,
2021,März,10,1035-100317,1.00,1.00,
2021,März,10,1035-100510,1.00,1.00,
2021,März,10,1040-100212,1.00,1.00,
2021,März,10,1080-2059,2.00,2.00,
2021,März,10,1080-100948,2.00,2.00,
2021,März,10,1080-102343,1.00,1.00,
2021,März,10,1120-102090,1.00,1.00,
2021,März,10,1120-102935,0.00,-1.00,
2021,März,10,1120-103649,1.00,1.00,
2021,März,10,1125-102012,1.00,1.00,
2021,März,10,1125-103783,0.00,-1.00,
2021,März,10,1125-104005,0.00,-1.00,
2021,März,10,1125-104571,1.00,1.00,
2021,März,10,1125-116005,1.00,1.00,
2021,März,10,1125-120903,0.00,-1.00,
2021,März,10,1125-121835,1.00,1.00,
2021,März,10,1125-123733,1.00,1.00,
2021,März,10,1126-100419,0.00,-1.00,
