Jahr von Rechnungsdatum,Monat von Rechnungsdatum,Tag von Rechnungsdatum,Artikelnummer,Anzahl Bruttoauftragsartikel,Anzahl Nettoauftragsartikel,Zolltarifnummer
2021,März,1,1020-4667,0.00,-2.00,
2021,März,1,1020-8319,1.00,1.00,
2021,März,1,1020-15554,1.00,1.00,
2021,März,1,1020-117061,1.00,1.00,
2021,März,1,1030-8774,1.00,1.00,
2021,März,1,1115-0869,1.00,1.00,
2021,März,1,1115-102100,0.00,-1.00,
2021,März,1,1120-103496,1.00,1.00,
2021,März,1,1120-103650,1.00,1.00,
2021,März,1,1120-106196,1.00,1.00,
2021,März,1,1120-107794,1.00,1.00,
2021,März,1,1120-107795,1.00,1.00,
2021,März,1,1121-100253,1.00,1.00,
2021,März,1,1125-101415,1.00,1.00,
2021,März,1,1125-109636,1.00,1.00,
2021,März,1,1125-115916,1.00,1.00,
2021,März,1,1125-123277,1.00,1.00,
2021,März,1,1130-107781,1.00,1.00,
2021,März,1,1135-1396,2.00,2.00,
2021,März,1,1135-104874,2.00,2.00,
2021,März,1,1140-100199,1.00,1.00,
2021,März,1,1211-123740,1.00,1.00,
2021,März,1,1220-1639,1.00,1.00,
2021,März,1,1220-3587,0.00,-1.00,
2021,März,1,1220-14917,1.00,1.00,
2021,März,1,1220-19125,1.00,1.00,
2021,März,1,1220-19286,1.00,1.00,
2021,März,1,1220-19770,1.00,1.00,
2021,März,1,1220-110225,1.00,1.00,
2021,März,1,1240-1555,0.00,-1.00,
2021,März,1,1240-2742,0.00,-1.00,
2021,März,1,1240-2743,0.00,-1.00,
2021,März,1,1240-3228,1.00,1.00,
2021,März,1,1240-14399,1.00,1.00,
2021,März,1,1240-120214,1.00,1.00,
2021,März,1,1240-122357,1.00,1.00,
2021,März,1,1240-126052,1.00,1.00,
2021,März,1,1240-128803,1.00,1.00,
2021,März,1,1410-1069,1.00,1.00,
2021,März,1,1410-1431,1.00,1.00,
2021,März,1,1410-1918,1.00,1.00,
2021,März,1,1410-12987,1.00,1.00,
2021,März,1,1410-13394,1.00,1.00,
2021,März,1,1410-13556,1.00,1.00,
2021,März,1,1410-13862,1.00,1.00,
2021,März,1,1410-14343,1.00,1.00,
2021,März,1,1410-14933,1.00,1.00,
2021,März,1,1410-17331,1.00,1.00,
2021,März,1,1410-18292,1.00,1.00,
2021,März,1,1410-32470,1.00,1.00,
2021,März,1,1410-32583,1.00,1.00,
2021,März,1,1410-32584,1.00,1.00,
2021,März,1,1410-32986,0.00,-1.00,
2021,März,1,1410-32995,1.00,1.00,
2021,März,1,1410-34617,1.00,1.00,
2021,März,1,1410-35171,1.00,1.00,
2021,März,1,1410-35223,1.00,1.00,
2021,März,1,1410-35507,1.00,1.00,
2021,März,1,1410-137950,2.00,2.00,
2021,März,1,1410-137951,2.00,2.00,
2021,März,1,1420-0909,2.00,2.00,
2021,März,1,1420-12407,2.00,2.00,
2021,März,1,1420-12540,2.00,2.00,
2021,März,1,1420-12684,2.00,2.00,
2021,März,1,1420-12743,2.00,2.00,
2021,März,1,1420-13012,2.00,2.00,
2021,März,1,1420-13126,2.00,2.00,
2021,März,1,1420-14399,2.00,2.00,
2021,März,1,1420-15556,2.00,2.00,
2021,März,1,1420-22062,1.00,1.00,
2021,März,1,1420-22369,1.00,1.00,
2021,März,1,1420-46364,4.00,4.00,
2021,März,1,1420-47073,4.00,4.00,
2021,März,1,1420-48157,2.00,2.00,
2021,März,1,1420-49070,2.00,2.00,
2021,März,1,1420-53645,1.00,1.00,
2021,März,1,1420-55000,1.00,1.00,
2021,März,1,1420-59331,2.00,2.00,
2021,März,1,1420-131121,2.00,2.00,
2021,März,1,1420-159566,2.00,2.00,
2021,März,1,1435-37905,1.00,1.00,
2021,März,1,1435-42826,1.00,1.00,
2021,März,1,1435-43773,1.00,1.00,
2021,März,1,1435-123169,1.00,1.00,
2021,März,1,1435-123210,1.00,1.00,
2021,März,1,1435-123211,1.00,1.00,
2021,März,1,1435-125205,1.00,1.00,
2021,März,1,1435-PF01,2.00,2.00,
2021,März,1,1440-4121,2.00,2.00,
2021,März,1,1440-21838,1.00,1.00,
2021,März,1,1440-34220,1.00,1.00,
2021,März,1,1440-45493,1.00,1.00,
2021,März,1,1440-46599,1.00,1.00,
2021,März,1,1440-47377,1.00,1.00,
2021,März,1,1440-53258,1.00,1.00,
2021,März,1,1440-57574,2.00,2.00,
2021,März,1,1440-57608,2.00,2.00,
2021,März,1,1520-7227,4.00,4.00,
2021,März,1,1520-10364,1.00,1.00,
2021,März,1,1530-15095,1.00,1.00,
2021,März,1,1540-34714,1.00,1.00,
2021,März,1,1540-35054,1.00,1.00,
2021,März,1,1540-117008,1.00,1.00,
2021,März,1,1540-136686,2.00,2.00,
2021,März,1,1550-120118,2.00,2.00,
2021,März,1,1560-106514,1.00,1.00,
2021,März,1,1570-51366,0.00,-1.00,
2021,März,1,1570-51367,0.00,-1.00,
2021,März,1,1570-202741,2.00,2.00,
2021,März,1,1570-91112868,0.00,-1.00,
2021,März,1,1571-PF01,-1.00,-1.00,
2021,März,1,1572-100234,1.00,1.00,
2021,März,1,1580-0280,1.00,1.00,
2021,März,1,1610-11752,1.00,1.00,
2021,März,1,1610-56929,1.00,1.00,
2021,März,1,1610-58064,1.00,1.00,
2021,März,1,1620-2311,1.00,1.00,
2021,März,1,1620-6036,1.00,1.00,
2021,März,1,1620-174098,1.00,1.00,
2021,März,1,1620-174106,1.00,1.00,
2021,März,1,1640-30060,0.00,-1.00,
2021,März,1,1640-32626,1.00,1.00,
2021,März,1,1640-118334,1.00,1.00,
2021,März,1,1640-118365,0.00,-1.00,
2021,März,1,1640-120035,1.00,1.00,
2021,März,1,1710-6655,0.00,-1.00,
2021,März,1,1720-1611,1.00,1.00,
2021,März,1,1720-133242,1.00,1.00,
2021,März,1,1720-134000,1.00,1.00,
2021,März,1,1720-145539,1.00,1.00,
2021,März,1,1730-117472,1.00,1.00,
2021,März,1,1730-120283,1.00,1.00,
2021,März,1,1740-0099,0.00,-1.00,
2021,März,1,1810-17467,1.00,1.00,
2021,März,1,1810-102549,1.00,1.00,
2021,März,1,1810-111995,1.00,1.00,
2021,März,1,1830-7604,1.00,1.00,
2021,März,1,1920-1325,1.00,1.00,
2021,März,1,1920-1852,1.00,1.00,
2021,März,1,2010-3666,1.00,1.00,
2021,März,1,2010-8279,1.00,1.00,
2021,März,1,2010-8855,1.00,1.00,
2021,März,1,2010-9525,2.00,2.00,
2021,März,1,2010-10011,1.00,1.00,
2021,März,1,2010-10168,1.00,1.00,
2021,März,1,2010-10185,1.00,1.00,
2021,März,1,2010-108689,1.00,1.00,
2021,März,1,2010-113094,1.00,1.00,
2021,März,1,2020-1913,2.00,2.00,
2021,März,1,2020-1945,1.00,1.00,
2021,März,1,2020-2260,1.00,1.00,
2021,März,1,2020-5037,2.00,2.00,
2021,März,1,2020-5043,1.00,1.00,
2021,März,1,2020-5219,1.00,1.00,
2021,März,1,2020-5321,1.00,1.00,
2021,März,1,2020-5471,1.00,1.00,
2021,März,1,2020-5484,1.00,1.00,
2021,März,1,2020-5490,3.00,3.00,
2021,März,1,2020-5522,1.00,1.00,
2021,März,1,2020-5741,2.00,2.00,
2021,März,1,2020-102024,1.00,1.00,
2021,März,1,2020-105017,1.00,1.00,
2021,März,1,2020-105055,1.00,1.00,
2021,März,1,2030-2644,1.00,1.00,
2021,März,1,2030-4210,1.00,1.00,
2021,März,1,2030-101852,1.00,1.00,
2021,März,1,2030-105284,1.00,1.00,
2021,März,1,2040-1278,1.00,1.00,
2021,März,1,2040-3151,2.00,2.00,
2021,März,1,2040-3261,1.00,1.00,
2021,März,1,2040-3617,2.00,2.00,
2021,März,1,2040-3635,2.00,2.00,
2021,März,1,2040-4044,1.00,1.00,
2021,März,1,2040-4200,1.00,1.00,
2021,März,1,2040-101507,1.00,1.00,
2021,März,1,2040-109812,1.00,1.00,
2021,März,1,2110-2573,1.00,1.00,
2021,März,1,2120-0609,6.00,6.00,
2021,März,1,2120-3458,4.00,4.00,
2021,März,1,2120-3734,4.00,4.00,
2021,März,1,2120-101633,4.00,0.00,
2021,März,1,2140-8697,1.00,1.00,
2021,März,1,2140-106797,1.00,1.00,
2021,März,1,2260-17098,1.00,1.00,
2021,März,1,2260-121643,1.00,1.00,
2021,März,1,2270-2840,1.00,1.00,
2021,März,1,2270-2871,1.00,1.00,
2021,März,1,2270-4748,1.00,1.00,
2021,März,1,2270-5034,1.00,1.00,
2021,März,1,2270-126264,1.00,1.00,
2021,März,1,2271-105924,1.00,1.00,
2021,März,1,2310-0120,1.00,1.00,
2021,März,1,2310-6524,1.00,1.00,
2021,März,1,2310-10457,1.00,1.00,
2021,März,1,2310-101478,2.00,2.00,
2021,März,1,2311-7901,1.00,1.00,
2021,März,1,2311-8031,1.00,1.00,
2021,März,1,2311-8195,1.00,1.00,
2021,März,1,2313-3689,1.00,1.00,
2021,März,1,2320-100339,1.00,1.00,
2021,März,1,2330-100901,1.00,1.00,
2021,März,1,2330-101081,1.00,1.00,
2021,März,1,2330-104208,1.00,1.00,
2021,März,1,2340-1608,1.00,1.00,
2021,März,1,2340-1783,1.00,1.00,
2021,März,1,2340-1916,5.00,5.00,
2021,März,1,2340-10978,1.00,1.00,
2021,März,1,2350-7001,1.00,1.00,
2021,März,1,2350-7024,1.00,1.00,
2021,März,1,2350-102001,1.00,1.00,
2021,März,1,2360-0025,1.00,1.00,
2021,März,1,2360-0150,1.00,1.00,
2021,März,1,2360-0349,1.00,1.00,
2021,März,1,2360-0692,1.00,1.00,
2021,März,1,2360-0934,1.00,1.00,
2021,März,1,2360-1255,7.00,7.00,
2021,März,1,2360-1257,1.00,1.00,
2021,März,1,2360-17386,1.00,1.00,
2021,März,1,2360-17387,1.00,1.00,
2021,März,1,2360-17431,1.00,1.00,
2021,März,1,2360-17474,3.00,3.00,
2021,März,1,2360-17479,1.00,1.00,
2021,März,1,2360-104410,1.00,1.00,
2021,März,1,2360-106660,1.00,1.00,
2021,März,1,2370-4492,1.00,1.00,
2021,März,1,2370-7913,2.00,2.00,
2021,März,1,2380-1759,1.00,1.00,
2021,März,1,2380-5442,1.00,1.00,
2021,März,1,2380-5782,1.00,1.00,
2021,März,1,2380-6021,1.00,1.00,
2021,März,1,2380-6040,1.00,1.00,
2021,März,1,2380-7998,1.00,1.00,
2021,März,1,2380-8218,1.00,1.00,
2021,März,1,2380-8223,1.00,1.00,
2021,März,1,2380-8760,2.00,2.00,
2021,März,1,2380-100032,1.00,1.00,
2021,März,1,2380-100222,1.00,1.00,
2021,März,1,2380-101437,2.00,2.00,
2021,März,1,2380-104303,1.00,1.00,
2021,März,1,2380-107060,1.00,1.00,
2021,März,1,2380-107145,1.00,1.00,
2021,März,1,2380-108310,1.00,1.00,
2021,März,1,2380-111915,1.00,1.00,
2021,März,1,90101038,1.00,1.00,
2021,März,1,90104006,0.00,-1.00,
2021,März,1,90104014,20.00,20.00,
2021,März,1,90104016,34.00,34.00,
2021,März,1,90104017,13.00,13.00,
2021,März,1,90104020,11.00,10.00,
2021,März,1,90104023,14.00,14.00,
2021,März,1,90104028,1.00,1.00,
2021,März,1,AQC,1.00,1.00,
2021,März,1,AWH,1.00,1.00,
2021,März,1,AWI,1.00,1.00,
2021,März,1,MARK-0001,13.00,13.00,
2021,März,1,MARK-0004,1.00,1.00,
2021,März,1,P-A-01-00157,1.00,1.00,
2021,März,1,P-A-01-00568,1.00,1.00,
2021,März,1,P-A-01-00602,1.00,1.00,
2021,März,1,P-A-02-00164,1.00,1.00,
2021,März,1,P-A-02-00481,1.00,1.00,
2021,März,1,P-B-01-00035,1.00,1.00,
2021,März,1,P-B-01-00089,1.00,1.00,
2021,März,1,P-B-02-00272,1.00,1.00,
2021,März,1,P-B-09-00987,1.00,1.00,
2021,März,1,P-N-02-00950,1.00,1.00,
2021,März,2,90 33 95-95,1.00,1.00,
2021,März,2,95 41 38-92,1.00,1.00,
2021,März,2,1020-15000,1.00,1.00,
2021,März,2,1030-10180,1.00,1.00,
2021,März,2,1035-100532,1.00,1.00,
2021,März,2,1080-1942,1.00,1.00,
2021,März,2,1080-2907,1.00,1.00,
2021,März,2,1080-101598,2.00,2.00,
2021,März,2,1080-101721,2.00,2.00,
2021,März,2,1126-101964,1.00,1.00,
2021,März,2,1130-8713,1.00,1.00,
2021,März,2,1135-6365,2.00,2.00,
2021,März,2,1135-102514,2.00,2.00,
2021,März,2,1135-102528,2.00,2.00,
2021,März,2,1135-104103,2.00,2.00,
2021,März,2,1135-104774,2.00,2.00,
2021,März,2,1135-116060,1.00,1.00,
2021,März,2,1135-116115,8.00,8.00,
2021,März,2,1220-0631,1.00,1.00,
2021,März,2,1220-1417,1.00,1.00,
2021,März,2,1220-3102,1.00,1.00,
2021,März,2,1220-3557,1.00,1.00,
2021,März,2,1220-128142,1.00,1.00,
2021,März,2,1220-146131,1.00,1.00,
2021,März,2,1230-18975,1.00,1.00,
2021,März,2,1240-130207,1.00,1.00,
2021,März,2,1350-3116,16.00,16.00,
2021,März,2,1410-13698,1.00,1.00,
2021,März,2,1410-13712,1.00,1.00,
2021,März,2,1410-16700,1.00,1.00,
2021,März,2,1410-32966,1.00,1.00,
2021,März,2,1410-33023,1.00,1.00,
2021,März,2,1410-34083,1.00,1.00,
2021,März,2,1410-34536,1.00,1.00,
2021,März,2,1410-34645,1.00,1.00,
2021,März,2,1410-111488,1.00,1.00,
2021,März,2,1410-130732,1.00,1.00,
2021,März,2,1410-134732,1.00,1.00,
2021,März,2,1410-137946,1.00,1.00,
2021,März,2,1410-138142,0.00,-1.00,
2021,März,2,1410-138193,0.00,-1.00,
2021,März,2,1410-139925,1.00,1.00,
2021,März,2,1420-18285,0.00,-2.00,
2021,März,2,1420-18337,2.00,2.00,
2021,März,2,1420-18339,2.00,2.00,
2021,März,2,1420-20512,2.00,2.00,
2021,März,2,1420-46699,2.00,2.00,
2021,März,2,1420-49072,2.00,2.00,
2021,März,2,1420-58203,2.00,2.00,
2021,März,2,1420-59908,2.00,2.00,
2021,März,2,1420-60124,0.00,-2.00,
2021,März,2,1420-131382,2.00,2.00,
2021,März,2,1430-111297,1.00,1.00,
2021,März,2,1435-117602,1.00,1.00,
2021,März,2,1440-2203,1.00,1.00,
2021,März,2,1440-6208,1.00,1.00,
2021,März,2,1440-22349,8.00,8.00,
2021,März,2,1440-45554,1.00,1.00,
2021,März,2,1440-55714,2.00,2.00,
2021,März,2,1440-59438,2.00,2.00,
2021,März,2,1440-117850,2.00,2.00,
2021,März,2,1510-103655,1.00,1.00,
2021,März,2,1540-11035,2.00,2.00,
2021,März,2,1540-23750,2.00,2.00,
2021,März,2,1540-168396,2.00,2.00,
2021,März,2,1540-91100270,1.00,1.00,
2021,März,2,1550-11736,2.00,2.00,
2021,März,2,1550-22790,2.00,2.00,
2021,März,2,1550-23647,1.00,1.00,
2021,März,2,1550-24418,-1.00,-1.00,
2021,März,2,1560-2179,1.00,1.00,
2021,März,2,1560-5930,2.00,2.00,
2021,März,2,1560-8969,1.00,1.00,
2021,März,2,1570-1362,1.00,1.00,
2021,März,2,1570-1363,1.00,1.00,
2021,März,2,1570-1364,1.00,1.00,
2021,März,2,1570-1682,1.00,1.00,
2021,März,2,1570-31897,1.00,1.00,
2021,März,2,1570-31898,1.00,1.00,
2021,März,2,1570-127529,2.00,2.00,
2021,März,2,1570-174943,1.00,1.00,
2021,März,2,1570-195697,1.00,1.00,
2021,März,2,1570-91100893,1.00,1.00,
2021,März,2,1570-91100894,1.00,1.00,
2021,März,2,1570-91100895,2.00,2.00,
2021,März,2,1571-100018,1.00,1.00,
2021,März,2,1580-0007,1.00,1.00,
2021,März,2,1580-7382,1.00,1.00,
2021,März,2,1580-7605,2.00,2.00,
2021,März,2,1580-7922,1.00,1.00,
2021,März,2,1580-8002,1.00,1.00,
2021,März,2,1580-131618,2.00,2.00,
2021,März,2,1610-11782,1.00,1.00,
2021,März,2,1610-28156,2.00,2.00,
2021,März,2,1610-46960,1.00,1.00,
2021,März,2,1610-57080,1.00,1.00,
2021,März,2,1610-133364,1.00,1.00,
2021,März,2,1620-1107,1.00,1.00,
2021,März,2,1620-108887,1.00,1.00,
2021,März,2,1640-114537,1.00,1.00,
2021,März,2,1820-7403,1.00,1.00,
2021,März,2,1820-11433,1.00,1.00,
2021,März,2,1920-9343,1.00,1.00,
2021,März,2,2010-0720,1.00,1.00,
2021,März,2,2010-3632,2.00,2.00,
2021,März,2,2010-8266,1.00,1.00,
2021,März,2,2010-8697,1.00,1.00,
2021,März,2,2010-9271,1.00,1.00,
2021,März,2,2010-10311,1.00,1.00,
2021,März,2,2010-10546,1.00,1.00,
2021,März,2,2010-11014,1.00,1.00,
2021,März,2,2011-2080,1.00,1.00,
2021,März,2,2020-0024,1.00,1.00,
2021,März,2,2020-3826,1.00,1.00,
2021,März,2,2020-5080,1.00,1.00,
2021,März,2,2020-5544,1.00,1.00,
2021,März,2,2020-5607,1.00,1.00,
2021,März,2,2020-5892,1.00,1.00,
2021,März,2,2020-6007,1.00,1.00,
2021,März,2,2020-6008,1.00,1.00,
2021,März,2,2020-6011,2.00,2.00,
2021,März,2,2030-4158,1.00,1.00,
2021,März,2,2030-4689,1.00,1.00,
2021,März,2,2030-105024,1.00,1.00,
2021,März,2,2040-0006,1.00,1.00,
2021,März,2,2040-2061,1.00,1.00,
2021,März,2,2040-3023,1.00,1.00,
2021,März,2,2040-3157,1.00,1.00,
2021,März,2,2040-3630,1.00,1.00,
2021,März,2,2040-3975,1.00,1.00,
2021,März,2,2040-4155,1.00,1.00,
2021,März,2,2040-4177,1.00,1.00,
2021,März,2,2040-4192,1.00,1.00,
2021,März,2,2040-101114,2.00,2.00,
2021,März,2,2040-102686,1.00,1.00,
2021,März,2,2120-2367,4.00,4.00,
2021,März,2,2120-2641,4.00,4.00,
2021,März,2,2120-100537,4.00,4.00,
2021,März,2,2140-1741,1.00,1.00,
2021,März,2,2140-108630,4.00,4.00,
2021,März,2,2240-0535,1.00,1.00,
2021,März,2,2240-6811,1.00,1.00,
2021,März,2,2270-113290,1.00,1.00,
2021,März,2,2310-3343,1.00,1.00,
2021,März,2,2320-8528,1.00,1.00,
2021,März,2,2320-11515,1.00,1.00,
2021,März,2,2320-11548,1.00,1.00,
2021,März,2,2320-12178,1.00,1.00,
2021,März,2,2320-114619,1.00,1.00,
2021,März,2,2320-114621,1.00,1.00,
2021,März,2,2320-118479,1.00,1.00,
2021,März,2,2330-5745,1.00,1.00,
2021,März,2,2330-7016,1.00,1.00,
2021,März,2,2330-13048,1.00,1.00,
2021,März,2,2340-0220,1.00,1.00,
2021,März,2,2340-0224,1.00,1.00,
2021,März,2,2340-0455,1.00,1.00,
2021,März,2,2340-0659,1.00,1.00,
2021,März,2,2340-0727,1.00,1.00,
2021,März,2,2340-1242,1.00,1.00,
2021,März,2,2340-11025,2.00,2.00,
2021,März,2,2340-100143,2.00,2.00,
2021,März,2,2340-100627,1.00,1.00,
2021,März,2,2350-4129,1.00,1.00,
2021,März,2,2350-6746,1.00,1.00,
2021,März,2,2350-7003,1.00,1.00,
2021,März,2,2360-0688,1.00,1.00,
2021,März,2,2360-0951,1.00,1.00,
2021,März,2,2360-0963,2.00,2.00,
2021,März,2,2360-1075,1.00,1.00,
2021,März,2,2360-1081,1.00,1.00,
2021,März,2,2360-1171,1.00,1.00,
2021,März,2,2360-1255,2.00,2.00,
2021,März,2,2360-17422,1.00,1.00,
2021,März,2,2360-17425,1.00,1.00,
2021,März,2,2360-17474,1.00,1.00,
2021,März,2,2360-17522,1.00,1.00,
2021,März,2,2360-17525,1.00,1.00,
2021,März,2,2370-3858,1.00,1.00,
2021,März,2,2370-3901,12.00,12.00,
2021,März,2,2370-3939,1.00,1.00,
2021,März,2,2370-3979,1.00,1.00,
2021,März,2,2370-4492,1.00,1.00,
2021,März,2,2380-1705,1.00,1.00,
2021,März,2,2380-1765,1.00,1.00,
2021,März,2,2380-1845,1.00,1.00,
2021,März,2,2380-6041,1.00,1.00,
2021,März,2,2380-6780,1.00,1.00,
2021,März,2,2380-8154,1.00,1.00,
2021,März,2,2380-100506,1.00,1.00,
2021,März,2,2380-101189,1.00,1.00,
2021,März,2,2380-101876,1.00,1.00,
2021,März,2,2380-101877,1.00,1.00,
2021,März,2,2380-103143,2.00,2.00,
2021,März,2,2380-103145,1.00,1.00,
2021,März,2,2380-103150,1.00,1.00,
2021,März,2,2380-103151,1.00,1.00,
2021,März,2,2380-103153,1.00,1.00,
2021,März,2,2380-103154,2.00,2.00,
2021,März,2,2380-106418,1.00,1.00,
2021,März,2,90101038,1.00,1.00,
2021,März,2,90104014,18.00,17.00,
2021,März,2,90104016,23.00,22.00,
2021,März,2,90104017,9.00,9.00,
2021,März,2,90104018,1.00,1.00,
2021,März,2,90104020,3.00,3.00,
2021,März,2,90104023,7.00,7.00,
2021,März,2,90104028,1.00,1.00,
2021,März,2,90175605,1.00,1.00,
2021,März,2,AAAR,2.00,2.00,
2021,März,2,AVD,1.00,1.00,
2021,März,2,DTS,1.00,1.00,
2021,März,2,MARK-0001,8.00,8.00,
2021,März,2,P-A-01-00079,1.00,1.00,
2021,März,2,P-A-01-00934,1.00,1.00,
2021,März,2,P-A-02-00114,1.00,1.00,
2021,März,2,P-A-02-00291,1.00,1.00,
2021,März,2,P-A-02-00323,1.00,1.00,
2021,März,2,P-B-01-00251,1.00,1.00,
2021,März,2,P-B-01-00358,1.00,1.00,
2021,März,2,P-B-01-01081,1.00,1.00,
2021,März,2,P-B-02-00068,1.00,1.00,
2021,März,2,P-B-02-00272,1.00,1.00,
2021,März,2,P-B-02-00293,1.00,1.00,
2021,März,2,P-H-05-00044,1.00,1.00,
2021,März,2,P-H-05-00072,1.00,1.00,
2021,März,2,P-N-01-00263,1.00,1.00,
2021,März,2,P-N-01-00801,1.00,1.00,
2021,März,2,P-N-01-00982,1.00,1.00,
2021,März,2,P-N-02-00218,1.00,1.00,
2021,März,2,P-N-02-00221,1.00,1.00,
2021,März,3,90 33 95-95,0.00,-1.00,
2021,März,3,1010-108258,2.00,2.00,
2021,März,3,1020-15525,1.00,1.00,
2021,März,3,1020-15526,1.00,1.00,
2021,März,3,1030-7865,1.00,1.00,
2021,März,3,1030-8292,1.00,1.00,
2021,März,3,1030-108393,1.00,1.00,
2021,März,3,1030-117017,1.00,1.00,
2021,März,3,1030-118262,1.00,1.00,
2021,März,3,1080-1703,6.00,6.00,
2021,März,3,1115-1340,1.00,1.00,
2021,März,3,1115-1369,1.00,1.00,
2021,März,3,1120-0612,1.00,1.00,
2021,März,3,1120-102263,1.00,1.00,
2021,März,3,1120-104988,1.00,1.00,
2021,März,3,1125-11614,1.00,1.00,
2021,März,3,1130-0406,1.00,1.00,
2021,März,3,1130-0411,1.00,1.00,
2021,März,3,1130-0412,1.00,1.00,
2021,März,3,1130-8661,0.00,-1.00,
2021,März,3,1130-8726,1.00,1.00,
2021,März,3,1130-9135,1.00,1.00,
2021,März,3,1130-12876,1.00,1.00,
2021,März,3,1130-13869,1.00,1.00,
2021,März,3,1130-13871,1.00,1.00,
2021,März,3,1130-103588,0.00,-1.00,
2021,März,3,1130-119764,1.00,1.00,
2021,März,3,1135-2059,1.00,1.00,
2021,März,3,1135-5788,2.00,2.00,
2021,März,3,1135-108408,1.00,1.00,
2021,März,3,1135-116060,0.00,-1.00,
2021,März,3,1140-0549,0.00,-1.00,
2021,März,3,1140-101647,1.00,1.00,
2021,März,3,1211-118164,1.00,1.00,
2021,März,3,1220-17021,1.00,1.00,
2021,März,3,1220-17483,1.00,1.00,
2021,März,3,1230-1219,0.00,-1.00,
2021,März,3,1240-15183,1.00,1.00,
2021,März,3,1240-125154,1.00,1.00,
2021,März,3,1260-2816,1.00,1.00,
2021,März,3,1350-101378,21.00,21.00,
2021,März,3,1410-0728,3.00,3.00,
2021,März,3,1410-1385,1.00,1.00,
2021,März,3,1410-5115,1.00,1.00,
2021,März,3,1410-5779,1.00,1.00,
2021,März,3,1410-6292,1.00,1.00,
2021,März,3,1410-15663,1.00,1.00,
2021,März,3,1410-15936,1.00,1.00,
2021,März,3,1410-18770,1.00,1.00,
2021,März,3,1410-18827,0.00,-1.00,
2021,März,3,1410-34662,1.00,1.00,
2021,März,3,1410-111486,1.00,1.00,
2021,März,3,1410-115717,1.00,1.00,
2021,März,3,1410-133153,1.00,1.00,
2021,März,3,1410-134732,1.00,1.00,
2021,März,3,1410-153157,1.00,1.00,
2021,März,3,1420-5431,2.00,2.00,
2021,März,3,1420-5514,2.00,2.00,
2021,März,3,1420-14564,2.00,2.00,
2021,März,3,1420-16184,2.00,2.00,
2021,März,3,1420-16530,2.00,2.00,
2021,März,3,1420-20356,0.00,-2.00,
2021,März,3,1420-47543,2.00,2.00,
2021,März,3,1420-48955,2.00,2.00,
2021,März,3,1420-48967,2.00,2.00,
2021,März,3,1420-57801,0.00,-2.00,
2021,März,3,1420-58226,2.00,2.00,
2021,März,3,1420-58730,2.00,2.00,
2021,März,3,1420-130443,2.00,2.00,
2021,März,3,1420-131201,2.00,2.00,
2021,März,3,1420-155630,2.00,2.00,
2021,März,3,1435-0740,0.00,-1.00,
2021,März,3,1435-37160,1.00,1.00,
2021,März,3,1435-40557,1.00,1.00,
2021,März,3,1435-120992,1.00,1.00,
2021,März,3,1435-120993,1.00,1.00,
2021,März,3,1435-141625,1.00,1.00,
2021,März,3,1435-PF01,1.00,1.00,
2021,März,3,1440-0192,2.00,2.00,
2021,März,3,1440-0199,2.00,2.00,
2021,März,3,1440-41704,1.00,1.00,
2021,März,3,1440-45554,0.00,-1.00,
2021,März,3,1440-46586,1.00,1.00,
2021,März,3,1440-47601,2.00,2.00,
2021,März,3,1440-47614,1.00,1.00,
2021,März,3,1440-47772,1.00,1.00,
2021,März,3,1440-48374,1.00,1.00,
2021,März,3,1440-48418,2.00,2.00,
2021,März,3,1440-52286,2.00,2.00,
2021,März,3,1440-52952,1.00,1.00,
2021,März,3,1440-55714,0.00,-2.00,
2021,März,3,1440-59824,2.00,2.00,
2021,März,3,1440-126837,6.00,6.00,
2021,März,3,1440-147280,1.00,1.00,
2021,März,3,1440-150712,1.00,1.00,
2021,März,3,1440-150713,1.00,1.00,
2021,März,3,1440-153145,1.00,1.00,
2021,März,3,1510-21556,1.00,1.00,
2021,März,3,1510-22190,1.00,1.00,
2021,März,3,1510-108278,1.00,1.00,
2021,März,3,1520-4738,1.00,1.00,
2021,März,3,1520-12602,2.00,2.00,
2021,März,3,1520-104320,1.00,1.00,
2021,März,3,1520-129263,1.00,1.00,
2021,März,3,1520-PF01,2.00,2.00,
2021,März,3,1530-100618,1.00,1.00,
2021,März,3,1540-29206,2.00,2.00,
2021,März,3,1540-30752,2.00,2.00,
2021,März,3,1540-117985,2.00,2.00,
2021,März,3,1540-165358,2.00,2.00,
2021,März,3,1550-137922,1.00,1.00,
2021,März,3,1550-137923,1.00,1.00,
2021,März,3,1560-5930,0.00,-2.00,
2021,März,3,1560-25160,2.00,2.00,
2021,März,3,1560-102962,2.00,2.00,
2021,März,3,1560-104820,0.00,-1.00,
2021,März,3,1570-1362,0.00,-1.00,
2021,März,3,1570-1363,0.00,-1.00,
2021,März,3,1570-1364,0.00,-1.00,
2021,März,3,1570-16515,1.00,1.00,
2021,März,3,1570-16516,1.00,1.00,
2021,März,3,1570-22260,1.00,1.00,
2021,März,3,1570-22261,1.00,1.00,
2021,März,3,1570-37880,1.00,1.00,
2021,März,3,1570-38423,1.00,1.00,
2021,März,3,1570-41764,1.00,1.00,
2021,März,3,1570-131808,0.00,-1.00,
2021,März,3,1570-147272,1.00,1.00,
2021,März,3,1570-179925,2.00,2.00,
2021,März,3,1570-203263,1.00,1.00,
