Genart-Nr;Genart-DE;Genart-EN;Subcategory;Std-Desc;AssemblyGroup-DE;AssemblyGroup-EN;IsUniversalGenericArticle;IsDangerousGoods;IsHazardousSubstance
5802;Abzieher, Lenkstockhebel;Puller, steering column stalk;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
5859;Abzieher, Lenkstockhebel;Puller, steering column stalk;Werkzeuge sonstiges;Abzieher;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4451;Abzieher, Nockenwellenrad;Puller, camshaft gear;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
6681;Abzieher, Nockenwellenrad;Puller, camshaft gear;Werkzeuge sonstiges;Abzieher;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4515;Abzieher, Pumpe-Düse-Einheit;Puller, pump-injector unit;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
4569;Abzieher, Radlagerinnenring;Puller, wheel bearing inner ring;Handwerkzeuge;Abzieher;Werkzeug, Universal;Tool, universal;1;0;0
8763;Abzieher, Radlagerinnenring;Puller, wheel bearing inner ring;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
9441;Abzieher, Radnabe;Puller, wheel hub;Handwerkzeuge;Abzieher;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4566;Abzieher, Radnabe;Puller, wheel hub;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
4823;Abzieher, Riemenscheibe;Puller, belt pulley;Handwerkzeuge;Abzieher;Werkzeug, Universal;Tool, universal;1;0;0
9535;Abzieher, Riemenscheibe;Puller, belt pulley;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
8108;Abzieher, Schwingungsdämpfer (Riementrieb);Puller, vibration damper (belt drive);Handwerkzeuge;Abzieher;Werkzeug, Universal;Tool, universal;1;0;0
2637;Abzieher, Schwungrad;Puller, flywheel;Werkzeuge sonstiges;Abzieher;Werkzeug, Universal;Tool, universal;1;0;0
9063;Abzieher, Spindelmutter;Puller, spindle nut;Handwerkzeuge;Abzieher;Werkzeug, Universal;Tool, universal;1;0;0
9010;Abzieher, Spindelmutter;Puller, spindle nut;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
4460;Abzieher, Wasserpumpenzahnrad;Puller, water pump gear;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
4882;Abzieher, Wischarm;Puller, wiper arm;Handwerkzeuge;Abzieher;Werkzeug, Universal;Tool, universal;1;0;0
4883;Abzieher, Wischarm;Puller, wiper arm;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
5862;Abzieher, Zahnrad-Kurbelwelle;Puller, crankshaft gear;Werkzeuge sonstiges;Abzieher;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
8922;Abzieher, Zahnriemenrad;Puller, toothed belt pulley;Handwerkzeuge;Abzieher;Werkzeug, Universal;Tool, universal;1;0;0
7717;Abzieher, Zündkerzenstecker;Puller, spark plug connector;Werkzeuge sonstiges;Abzieher;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
26444;Abzieher, Zündkerzenstecker;Puller, spark plug connector;Handwerkzeuge;Abzieher;Spezialwerkzeug;Spezialwerkzeug;0;0;0
8166;Abzieher, Zündspuleneinheit;Puller, ignition coil unit;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
8167;Abzieher, Zündspuleneinheit;Puller, ignition coil unit;Handwerkzeuge;Abzieher;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
8164;Abzieher, Zündspulenstecker;Puller, ignition coil plug;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
7718;Abzieher, Zündspulenstecker;Puller, ignition coil plug;Werkzeuge sonstiges;Abzieher;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4580;Abziehersatz;Puller Set;Handwerkzeuge;Abziehersatz;Werkzeug, Universal;Tool, universal;1;0;0
9368;Abziehersatz, Differential-Hauptwelle;Puller Set, differential main shaft;Werkzeuge sonstiges;Abziehersatz;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
6889;Abziehersatz, Einspritzpumpenzahnrad;Puller Set, injection pump gear;Werkzeuge sonstiges;Abziehersatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
9410;Abziehersatz, Getriebewelle;Puller Set, transmission shaft;Werkzeuge sonstiges;Abziehersatz;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
6673;Abziehersatz, Kugellager;Puller Set, ball bearing;Handwerkzeuge;Abziehersatz;Werkzeug, Universal;Tool, universal;1;0;0
8015;Abziehersatz, Nockenwellennabe;Puller Set, camshaft hub;Werkzeuge sonstiges;Abziehersatz;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
8016;Abziehersatz, Nockenwellennabe;Puller Set, camshaft hub;Werkzeuge sonstiges;Abziehersatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4452;Abziehersatz, Nockenwellenrad;Puller Set, camshaft gear;Werkzeuge sonstiges;Abziehersatz;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
8447;Abziehersatz, Nockenwellenzahnrad;Puller Set, camshaft gear;Werkzeuge sonstiges;Abziehersatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7259;Abziehersatz, Radlagerinnenring;Puller Set, wheel bearing inner ring;Werkzeuge sonstiges;Abziehersatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4870;Abziehersatz, Riemenscheibe;Puller Set, pulley;Werkzeuge sonstiges;Abziehersatz;Werkzeug, Universal;Tool, universal;1;0;0
4871;Abziehersatz, Riemenscheibe;Puller Set, pulley;Werkzeuge sonstiges;Abziehersatz;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
9409;Abziehersatz, Rollenlager;Puller Set, roller bearing;Werkzeuge sonstiges;Abziehersatz;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
6682;Abziehersatz, Wischarm;Puller Set, wiper arm;Handwerkzeuge;Abziehersatz;Werkzeug, Universal;Tool, universal;1;0;0
8165;Abziehersatz, Zündspulenstecker;Puller Set, spark plug connector;Werkzeuge sonstiges;Abzieher;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
7719;Abziehersatz, Zündspulenstecker;Puller Set, spark plug connector;Werkzeuge sonstiges;Abziehersatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
6925;Abziehglocke, Montagewerkzeug (Radnabe/Radlager);Puller Bell, installation tool (wheel hub / wheel bearing);Werkzeuge sonstiges;Abziehglocke;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7720;Abziehhaken, Frontgrill;Puller Hook, front grille;Werkzeuge sonstiges;Abziehhaken;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
26452;Abziehhebel, Schaltzug (getriebeseitig);extraction tool, shift cable;Werkzeuge sonstiges;Abziehhebel;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
6676;Abziehvorrichtung, Trennmesser;Puller Device, ripping knife;Handwerkzeuge;Abziehvorrichtung;Werkzeug, Universal;Tool, universal;1;0;0
26051;Aceton;Aceton;Fahrzeugchemie sonstiges;Aceton (Lösungsmittel);Chemische Produkte;Chemical Products;1;0;1
26052;Acetylen;Acethylene;Fahrzeugchemie sonstiges;Acetylenflasche (gefüllt);Chemische Produkte;Chemical Products;1;0;1
5242;Achs-/Gelenkspieltester;Axle/Joint Play Detector;Prüf- und Testgeräte;Achs-/Gelenkspieltester;Werkstattausrüstung;Workshop Equipment;1;0;0
5472;Achsaufnahme, Vorderrad;Axle Mounting, front wheel;Federung sonstiges;Aufnahme;Federung/Dämpfung;Suspension/Damping;0;0;0
11203;Achse;Axle;Achsschenkel, Radaufhängung;Achse;NULL;NULL;0;0;0
3038;Achsfangseil;Cable, axle support;Federung sonstiges;Seil;Federung/Dämpfung;Suspension/Damping;0;0;0
3523;Achsführung;Axle Guide;Fahrwerk sonstiges;Grafik;Radaufhängung;Wheel Suspension;0;0;0
4779;Achsgetriebeöl;Axle Gear Oil;Getriebe & Hydrauliköle;Öl;Chemische Produkte;Chemical Products;1;0;1
3226;Achsgetriebeöl;Axle Gear Oil;Getriebe & Hydrauliköle;Öl;Achsantrieb;Axle Drive;0;0;1
5194;Achsheber;Axle Jack;Werkstattaus-/einrichtung sonstiges;Achsheber;Werkstattausrüstung;Workshop Equipment;1;0;0
11239;Achskopf-Gruppe;Axle head group;Zubehör sonstiges;Achskopf-Gruppe;NULL;NULL;0;0;0
395;Achskörper;Axle Beam;Achskörper;Achskörper;Radaufhängung;Wheel Suspension;0;0;0
11218;Achskörper-Gruppe;Axle shaft group;Zubehör sonstiges;Achskörper-Gruppe;NULL;NULL;0;0;0
11341;Achslappen;Axle tab;Zubehör sonstiges;Achslappen;NULL;NULL;0;0;0
5243;Achslastwaage;Axle Load Scale;Werkstattaus-/einrichtung sonstiges;Achslastwaage;Werkstattausrüstung;Workshop Equipment;1;0;0
5731;Achsmessstütze, Hebebühne;Wheel Alignment Support, vehicle lift;Werkstattaus-/einrichtung sonstiges;Achsmessstütze;Werkstattausrüstung;Workshop Equipment;1;0;0
2077;Achsmodulator;Axle Modulator;Druckluftanlage sonstiges;Druckmodulator;Druckluftanlage;Compressed-air System;0;0;0
3290;Achsmutter;Axle Nut;Antrieb sonstiges;Mutter;NULL;NULL;0;0;0
1590;Achsmutter, Antriebswelle;Axle Nut, drive shaft;Antrieb sonstiges;Mutter;Radantrieb;Final Drive;0;0;0
9004;Achsmutterneinsatz-Set, Rad;Axle Nut Insert Set, wheel;Handwerkzeuge;Achsmutterneinsatz-Set;Spezialwerkzeuge, Zweirad-Universal;Special Tools, motorcycle, universal;1;0;0
5790;Achsmutterschlüssel;Axle Nut Wrench;Werkzeuge sonstiges;Achsmutter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
7209;Achsmutterschlüssel;Axle Nut Wrench;Werkzeuge sonstiges;Schlüssel;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7329;Achsmutterschlüssel-Satz;Axle Nut Wrench Set;Werkzeuge sonstiges;Schlüsselsatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7330;Achsmutterschlüssel-Satz;Axle Nut Wrench Set;Werkzeuge sonstiges;Schlüsselsatz;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
5113;Achsschenkel, Federbock;Steering Knuckle, spring bracket;Federung sonstiges;Achsschenkel;Federung/Dämpfung;Suspension/Damping;0;0;0
1159;Achsschenkel, Radaufhängung;Steering Knuckle, wheel suspension;Fahrwerk sonstiges;Achsschenkel;Radaufhängung;Wheel Suspension;0;0;0
34;Achsschenkelbolzen;Stub Axle Pins;Fahrwerk sonstiges;Bolzen;Radaufhängung;Wheel Suspension;0;0;0
5348;Achsschenkelbolzenpresse;Kingpin Press;Werkstattaus-/einrichtung sonstiges;Achsschenkelbolzenpresse;Werkstattausrüstung;Workshop Equipment;1;0;0
8944;Achsschenkelbolzensatz;Axle Kingpin Set;Achsschenkel, Radaufhängung;Bolzensatz;Radaufhängung;Wheel Suspension;0;0;0
3537;Achsschenkellagerung;Stub Axle Mounting;Fahrwerk sonstiges;Grafik;Radaufhängung;Wheel Suspension;0;0;0
11240;Achsschlüssel;Axle key;Handwerkzeuge;Achsschlüssel;NULL;NULL;0;0;0
2064;Achsschraube, Antriebswelle;Axle Bolt, drive shaft;Antrieb sonstiges;Schraube;Radantrieb;Final Drive;0;0;0
4001;Achsstern, Ausgleichskegelrad-Differential;Universal Joint, differential pinion gear;Differential sonstiges;Achsstern;Achsantrieb;Axle Drive;0;0;0
8580;Achstraverse, Rangierheber;Axle Crossbeam, mobile jack;Werkstattaus-/einrichtung sonstiges;Achstraverse;Werkstattausrüstung;Workshop Equipment;1;0;0
4929;Achszapfen, Achskörper;Kingpin, axle beam;Fahrwerk sonstiges;Achszapfen;Radaufhängung;Wheel Suspension;0;0;0
9005;Acrylglas-Einsatz, Verkaufswand;Acrylic Glass Insert, sales wall;Werkstattaus-/einrichtung sonstiges;Einsatz;Werkstattausrüstung;Workshop Equipment;1;0;0
10658;Adapter;Adaptor;Handwerkzeuge;Steckschlüssel;Steckschlüssel;Steckschlüssel;1;0;0
7271;Adapter, Antennenkabel;Adapter, antenna cable;Car Hifi & Multimedia;Adapter;Kommunikations-/Informationssysteme;Communication / Information Systems;0;0;0
7272;Adapter, Antennenkabel;Adapter, antenna cable;Car Hifi & Multimedia;Adapter;Kommunikations-/Informationssysteme, Universal;Communication/ Information Systems, universal;1;0;0
7070;Adapter, Arretierwerkzeug (Steuerzeiten);Adapter, locking tool (control times);Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7071;Adapter, Arretierwerkzeug (Steuerzeiten);Adapter, locking tool (control times);Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
26144;Adapter, Audio AUX;Adapter, Audio AUX;Car Hifi & Multimedia;AUX-Adapter;Hifi-Zubehör;Hifi-Zubehör;1;0;0
8773;Adapter, Aufnahme;Adapter, mounting;Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7379;Adapter, Behälter (Bremsflüssigkeitsbefüllung);Adapter, container (brake fluid filling);Werkzeuge sonstiges;Adapter;Spezialwerkzeuge, Zweirad-Universal;Special Tools, motorcycle, universal;1;0;0
5847;Adapter, Bördelgerät;Adapter, flaring tool;Handwerkzeuge;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
6030;Adapter, Break-out Box;Adapter, breakout box;Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
5906;Adapter, Break-out Box;Adapter, breakout box;Werkzeuge sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
7676;Adapter, Bremsgestänge;Adapter, brake linkage;Bremsenteile sonstiges;Adapter;Anhänger;Trailer;1;0;0
2315;Adapter, Bremsleitung;Adapter, brake lines;DIN / Normteile sonstiges;Adapter;Normteile;Standard Parts;1;0;0
3192;Adapter, Bremsleitung;Adapter, brake lines;Bremshydraulik;Adapter;Bremsanlage;Braking System;0;0;0
5016;Adapter, Bremslichtschalter;Adapter, brake lamp switch;elektrische Bauteile sonstiges;Adapter;Signalanlage;Signal System;0;0;0
5311;Adapter, Bremssattel;Adapter, brake caliper;Bremssattel Einzelteile;Adapter;Bremsanlage;Braking System;0;0;0
2536;Adapter, Bremssattelkolben-Rückstellwerkzeug;Adaptor, brake caliper reset tool;Werkzeuge sonstiges;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
8804;Adapter, Bremssattelkolben-Rückstellwerkzeug;Adaptor, brake caliper reset tool;Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
20681;Adapter, Bremszylinder;Adapter, Bremszylinder;Bremsenteile sonstiges;Adapter, Bremszylinder;NULL;NULL;0;0;0
9173;Adapter, Bürstenband;Adapter, brush strap;DIN / Normteile sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
8876;Adapter, Common-Rail-Injektor-Prüfgerät;Adapter, common rail injector tester;Prüf- und Testgeräte;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
4914;Adapter, Crimpzange;Adapter, crimping pliers;Handwerkzeuge;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
6087;Adapter, Dachträger;Adapter, roof rack;Transportsysteme Montage;Adapter;Transportvorrichtung, Universal;Carrier Unit, Universal;1;0;0
4520;Adapter, Demontagewerkzeug (CR-Injektor);Adapter, CR injector disassembly tool;Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
9439;Adapter, Demontagewerkzeug-Achsschenkelbolzen;Adapter, kingpin disassembly tool;Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
9175;Adapter, Doppel-Eliminatorscheibe;Adapter, double eliminator disc;DIN / Normteile sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
60007;Adapter, Druckluftkompressor;Adapter, air compressor;NULL;Adapter;Druckluftanlage;Compressed-air System;0;NULL;NULL
5895;Adapter, Druckplatte-Federspanner;Adapter, pressure plate spring compressor;Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
8512;Adapter, Druckplatte-Federspanner;Adapter, pressure plate spring compressor;Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
4836;Adapter, Druckschalter;Adapter, pressure switch;Schalter Innenraum;Adapter;Druckluftanlage;Compressed-air System;0;0;0
9174;Adapter, Einzel-Eliminatorscheibe;Adapter, single eliminator disc;DIN / Normteile sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
9177;Adapter, Einziehwerkzeug (Antriebswelle);Adapter, draw-in tool (drive shaft);Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
8049;Adapter, Einziehwerkzeug (Radbolzen);Adapter, draw-in tool (wheel bolts);Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
1665;Adapter, Elektrowendel;Adaptor, electric filament;Installationsmaterial;Adapter;Elektrische Universalteile;Electric Universal Parts;1;0;0
5515;Adapter, Entlüftungsschlauch (Bremssystementlüftung);Adapter, brakes bleeder hose;Werkstattaus-/einrichtung sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
8037;Adapter, Fahrwagen (Batterielader/-starter);Adapter, trolley (battery charger / starter);Batterieladegeräte,-tester, -booster;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
3389;Adapter, Faltenbalg-Spiegelsystem;Adaptor, bellows mirror system;Karosserieteile sonstiges;Adapter;Karosserie;Body;0;0;0
8662;Adapter, Fasscontainer;Adapter, barrel container;Werkstattaus-/einrichtung sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
5893;Adapter, Federspanner;Adapter, spring compressor;Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
8468;Adapter, Federspanner;Adapter, spring compressor;Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
4892;Adapter, Fettkartusche;Adapter, grease cartridge;Werkzeugverbrauchsmaterial;Adapter;Verarbeitungsgeräte;Machining Equipment;1;0;0
4891;Adapter, Fettkartuschenwiederbefüllung;Adapter, grease cartridge refill;Werkzeugverbrauchsmaterial;Adapter;Verarbeitungsgeräte;Machining Equipment;1;0;0
9918;Adapter, Fettpresse;Adapter, grease gun;Prüf- und Testgeräte;Adapter;Werkstattausrüstung;Workshop Equipment;1;NULL;NULL
20667;Adapter, Fußrastenanlage;Adapter, Fußrastenanlage;Zubehör sonstiges;Adapter, Fußrastenanlage;NULL;NULL;0;0;0
15819;Adapter, Gerätehalter;Adaptor, device holder;Car Hifi & Multimedia;Gerätehalter;Kommunikations-/Informationssysteme, Universal;Communication/ Information Systems, universal;1;0;0
7013;Adapter, Gleithammer;Adapter, slide hammer;Handwerkzeuge;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
1203;Adapter, Heckträger;Adapter, rear rack;Transportsysteme Montage;Adapter;Transportvorrichtung;Carriers;0;0;0
5465;Adapter, Hochdruckreiniger;Adapter, high pressure cleaner;Werkstattaus-/einrichtung sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
8999;Adapter, Hydraulikpumpe;Adapter, hydraulic pump;Handwerkzeuge;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
5389;Adapter, Kältemittelflasche;Adapter, refrigerant bottle;Werkstattaus-/einrichtung sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
7406;Adapter, Kamerasonde (Videoendoskop);Adapter, camera probe (videoscope);Werkstattaus-/einrichtung sonstiges;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
2925;Adapter, Klimaservicegerät;Adapter, air conditioning service unit;Klimaservice;Adapter;Werkstattgeräte;Workshop Devices;1;0;0
8871;Adapter, Kompressionsdruckprüfer;Adapter, compression pressure tester;Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
5871;Adapter, Kühlsystemdruckprüfset;Adapter, cooling system pressure test set;Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7251;Adapter, Kühlsystemdruckprüfset;Adapter, cooling system pressure test set;Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
2743;Adapter, Kupplungsgeberzylinder;Adapter, clutch master cylinder;Kupplung sonstiges;Adapter;Kupplung;Clutch;0;0;0
9154;Adapter, Kupplungszentrierwerkzeug;Adapter, clutch centring tool;Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
1391;Adapter, Lambdasonde;Adapter, lambda sensor;Abgasanlage sontiges;Adapter;Abgasanlage;Exhaust System;0;0;0
60177;Adapter, Lautsprecher;Adapter, loudspeaker;NULL;Adapter;Kommunikations-/Informationssysteme, Universal;Communication/ Information Systems, universal;1;NULL;NULL
6132;Adapter, Lochsäge;Adapter, keyhole saw;Werkzeuge sonstiges;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
9484;Adapter, Maschinengewindebohrer;Adapter, machine thread tap;Handwerkzeuge;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
9544;Adapter, Meißelhammer;Adapter, demolition hammer;Handwerkzeuge;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
5864;Adapter, Montagevorrichtung (Motor-/Getriebeeinheit);Adapter, mounting device (engine/transmission unit);Werkstattaus-/einrichtung sonstiges;Adapter;Werkstattausrüstung;Workshop Equipment;1;0;0
5849;Adapter, Montagewerkzeug (Radnabe/Radlager);Adapter, mounting device (wheel hub/wheel bearing);Handwerkzeuge;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
7991;Adapter, Montagewerkzeug (Radnabe/Radlager);Adapter, mounting device (wheel hub/wheel bearing);Werkzeuge sonstiges;Adapter;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
7218;Adapter, Montagewerkzeug Silentlager;Adapter, installation tool, silent bearing;Werkzeuge sonstiges;Adapter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
