EngineType;CarNr;CarMake;CarModel;K24-Kategorie;TD-Genart;TD-ArtNr;PDM-TD-ArtNr;TD-ArtBeschreibung;PDM-ArtID;K24-Nr;ImportVersionNo;Manufacturer:Link;Manufacturer:Link
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX5305.20;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX5401.20;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX5301.01;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX5303.05;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX0301.05;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX0301.20;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX1540.05;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX1540.20;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Schmierung;Motoröl;OPENPARTS-OEX5305.99;NULL;Motoröl;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;SKF-VKDS 842003;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;550
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;WXQP-54880;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5191
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;DELPHI-TC2404;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1400
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;OSSCA-17930;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3871
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;OSSCA-43274;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3871
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;CAUTEX-750203;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3221
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;COMLINE-CSL7103;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3242
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;OMNICRAFT-2394575;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4603
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;EUROREPAR-1679758080;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4533
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ASHUKIBYPALIDIUM-1488-9301;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3275
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;AISIN-JRSN-003;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1865
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;SASIC-2306347;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2641
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;WOLVER-SP416320;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5167
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MILES-DB78251;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5524
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;OMGSRL-G20.5901;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5555
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;METALCAUCHO-57087;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3844
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;WILMINKGROUP-WG2037813;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4197
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;WILMINKGROUP-WG2040737;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4197
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;TRICLO-786465;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4464
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;TRISCAN-8500 14679;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1242
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;CORTECO-49396363;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2118
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;OCAP-0508071;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2447
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;NIPPARTS-N4961039;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2585
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;FAIAUTOPARTS-SS7318;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2678
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;STC-T457087;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3853
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;FORMPART-4108062;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3992
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;WILMINKGROUP-WG1992956;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4197
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;REDLINE-40NI142;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4248
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;NK-5112231;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2044
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MEYLE-30-16 060 0017/HD;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2136
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;FAG-818 0474 10;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1875
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ABS-260775;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2408
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MASTERSPORTGERMANY-41467-PCS-MS;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3081
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;NTY-ZLP-TY-098;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5205
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;RIDEX-3229S0616;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5211
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;SPIDANCHASSISPARTS-51128;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5216
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;APLUS-21166AP;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5326
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;DAKATEC-120420HQ;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5447
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ACKOJAP-A38-1194;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;TEKNOROT-N-856;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3305
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;DJPARTS-DL1445;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3617
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MOTAQUIP-LVSL1236;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3268
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;TQ-279374;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1002235
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;BLUEPRINT-ADN185126;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3063
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MCHANIX-NSSLR-011;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5059
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;STARK-SKST-0230615;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5210
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;GMB-1002-0440;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2401
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;METZGER-53057308;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1408
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;FEBEST-0123-AVF;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3863
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;TALOSA-50-07947;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3303
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;QUARO-QS7144/HQ;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4172
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MONROE-L14679;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;537
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;555-SL-N220;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2523
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ACKOJAP-A70-1124;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;DYS-30-74078;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2949
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;VEMA-26564;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3312
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;CTR-CLN-38;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4745
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;TEKNOROT-T-534;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3305
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;OPTIMAL-G7-1434;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2081
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MOOG-NI-LS-10692;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2100
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;TRW-JTS1527;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;798
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;KAVOPARTS-SLS-6582;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2450
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;BIRTH-BX0154;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2455
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;GSP-S050742;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3166
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;HERTHBUSSJAKOPARTS-J4961040;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;613
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MASUMA-ML-9117;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5071
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;BGA-LS6318;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3409
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ASMETAL-26NS1200;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4195
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ZEKKERT-SS-1229;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;4317
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;BENDIX-045560B;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;549
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;555-SL-N220-M;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2523
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;DODA-1050070058;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3396
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;YAMATO-J61102YMT;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3566
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;KRAFTAUTOMOTIVE-4304176;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3663
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;FEBIBILSTEIN-48144;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;797
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MAPCO-52272HPS;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2099
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;SIDEM-41467;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2101
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;MEYLE-30-16 060 0080;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2136
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;SWAG-82 94 8144;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;1241
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;KAWE-8500 14679;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2719
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ORIGINALIMPERIUM-71568;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2936
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;WXQP-52815;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5191
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;IAPQUALITYPARTS-509-13204;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;5212
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;GMB-1002-1240;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;2401
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;OPENPARTS-SSL1200.11;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ACKOJA-A38-1194;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;ACKOJA-A70-1124;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Stabilisator;STELLOX-56-00449-SX;NULL;Stange/Strebe, Stabilisator;NULL;NULL;20210401;NULL;3724
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Stange/Strebe, Radaufhängung;NPS-N405N62;NULL;Stange/Strebe, Radaufhängung;NULL;NULL;20210401;NULL;3271
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Befestigungsbolzen, Querlenker;MAGNETIMARELLI-301191619250;NULL;Befestigungsbolzen, Querlenker;NULL;NULL;20210401;NULL;603
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Befestigungsbolzen, Querlenker;FEBEST-0498-002-PCS2;NULL;Befestigungsbolzen, Querlenker;NULL;NULL;20210401;NULL;3863
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Lagerbuchse, Querlenker;MEYLE-36-14 610 0010/HD;NULL;Lagerbuchse, Querlenker;NULL;NULL;20210401;NULL;2136
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Lagerbuchse, Querlenker;MEYLE-36-14 610 0026;NULL;Lagerbuchse, Querlenker;NULL;NULL;20210401;NULL;2136
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Lagerbuchse, Querlenker;MAXGEAR-72-3643;NULL;Lagerbuchse, Querlenker;NULL;NULL;20210401;NULL;3219
Elektromotor;650;NISSAN;LEAF (ZE0);Radaufhängung;Lagerbuchse, Querlenker;HOAUTOPARTES-54570ET000;NULL;Lagerbuchse, Querlenker;NULL;NULL;20210401;NULL;5586
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Entlüfterschraube/-ventil, Kühler;TOPRAN-702 345;NULL;Entlüfterschraube/-ventil, Kühler;NULL;NULL;20210401;NULL;2746
Elektromotor;650;NISSAN;LEAF (ZE0);Lenkung;Lenkwinkelsensor;SIDAT1-86.033;NULL;Lenkwinkelsensor;NULL;NULL;20210401;NULL;2727
Elektromotor;650;NISSAN;LEAF (ZE0);Lenkung;Lenkwinkelsensor;WEPARTS-411350021;NULL;Lenkwinkelsensor;NULL;NULL;20210401;NULL;4758
Elektromotor;650;NISSAN;LEAF (ZE0);Lenkung;Lenkwinkelsensor;FISPA-86.033;NULL;Lenkwinkelsensor;NULL;NULL;20210401;NULL;3272
Elektromotor;650;NISSAN;LEAF (ZE0);Lenkung;Lenkwinkelsensor;WILMINKGROUP-WG1900609;NULL;Lenkwinkelsensor;NULL;NULL;20210401;NULL;4197
Elektromotor;650;NISSAN;LEAF (ZE0);Lenkung;Lenkwinkelsensor;CSVELECTRONICPARTS-CAD6033;NULL;Lenkwinkelsensor;NULL;NULL;20210401;NULL;4691
Elektromotor;650;NISSAN;LEAF (ZE0);Lenkung;Lenkwinkelsensor;MEATDORIA-93083;NULL;Lenkwinkelsensor;NULL;NULL;20210401;NULL;2564
Elektromotor;650;NISSAN;LEAF (ZE0);Lenkung;Lenkwinkelsensor;HOFFER-8093083;NULL;Lenkwinkelsensor;NULL;NULL;20210401;NULL;3042
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0003;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0002;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0012;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0005;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0007;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0005;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0001;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;PRESTONE-PAFR0008A;NULL;Frostschutz;NULL;NULL;20210401;NULL;4690
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0008;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0003;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;OPENPARTS-AFX2005.05;NULL;Frostschutz;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;OPENPARTS-AFX2005.01;NULL;Frostschutz;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0011;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0010;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0004;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;PRESTONE-PAFR0901A;NULL;Frostschutz;NULL;NULL;20210401;NULL;4690
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;PRESTONE-PAFR0702A;NULL;Frostschutz;NULL;NULL;20210401;NULL;4690
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0011;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0010;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0001;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;OPENPARTS-AFX2000.01;NULL;Frostschutz;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;PRESTONE-PAFR0009A;NULL;Frostschutz;NULL;NULL;20210401;NULL;4690
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;PRESTONE-AF2000LD;NULL;Frostschutz;NULL;NULL;20210401;NULL;4690
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0006;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0008;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0006;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;PRESTONE-ASC006A1;NULL;Frostschutz;NULL;NULL;20210401;NULL;4690
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;PRESTONE-ASC003A1;NULL;Frostschutz;NULL;NULL;20210401;NULL;4690
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;PRESTONE-AF2100LD;NULL;Frostschutz;NULL;NULL;20210401;NULL;4690
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0007;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJAP-A60-0002;NULL;Frostschutz;NULL;NULL;20210401;NULL;1004081
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;OPENPARTS-AFX2000.05;NULL;Frostschutz;NULL;NULL;20210401;NULL;3172
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0012;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
Elektromotor;650;NISSAN;LEAF (ZE0);Kühlung;Frostschutz;ACKOJA-A60-0009;NULL;Frostschutz;NULL;NULL;20210401;NULL;3423
